  Frequency            , DB(V(N00099)-V(N00103)), DB(V(N00115)-V(N00119)), DB(V(N00107)-V(N00111)), DB(V(N00123)-V(N00131)), DB((V(N00115)-V(N00119))/(V(N00099)-V(N00103))), DB((V(N00123)-V(N00131))/(V(N00107)-V(N00111)))
  1.000000000000e+05  ,-1.070730770722e+01  ,-1.279031018966e+01  ,-1.312036572082e+01  ,-1.520238777301e+01  ,-2.083002482438e+00  ,-2.082022052186e+00  
  1.005773063002e+05  ,-1.065915611590e+01  ,-1.274217513858e+01  ,-1.304077072199e+01  ,-1.512280931787e+01  ,-2.083019022678e+00  ,-2.082038595883e+00  
  1.011579454260e+05  ,-1.061099865432e+01  ,-1.269403440351e+01  ,-1.296100689417e+01  ,-1.504306221991e+01  ,-2.083035749198e+00  ,-2.082055325743e+00  
  1.017419366181e+05  ,-1.056284218843e+01  ,-1.264589485211e+01  ,-1.288108252129e+01  ,-1.496315476484e+01  ,-2.083052663678e+00  ,-2.082072243550e+00  
  1.023292992281e+05  ,-1.051469353301e+01  ,-1.259776330122e+01  ,-1.280100590959e+01  ,-1.488309526118e+01  ,-2.083069768212e+00  ,-2.082089351590e+00  
  1.029200527194e+05  ,-1.046655945446e+01  ,-1.254964651943e+01  ,-1.272078540275e+01  ,-1.480289205465e+01  ,-2.083087064976e+00  ,-2.082106651896e+00  
  1.035142166679e+05  ,-1.041844667709e+01  ,-1.250155123315e+01  ,-1.264042940779e+01  ,-1.472255355435e+01  ,-2.083104556057e+00  ,-2.082124146559e+00  
  1.041118107623e+05  ,-1.037036188269e+01  ,-1.245348412623e+01  ,-1.255994641035e+01  ,-1.464208824790e+01  ,-2.083122243536e+00  ,-2.082141837545e+00  
  1.047128548051e+05  ,-1.032231171451e+01  ,-1.240545184400e+01  ,-1.247934499757e+01  ,-1.456150472474e+01  ,-2.083140129487e+00  ,-2.082159727172e+00  
  1.053173687130e+05  ,-1.027430278352e+01  ,-1.235746099966e+01  ,-1.239863387888e+01  ,-1.448081169639e+01  ,-2.083158216145e+00  ,-2.082177817512e+00  
  1.059253725177e+05  ,-1.022634167052e+01  ,-1.230951817621e+01  ,-1.231782190761e+01  ,-1.440001801842e+01  ,-2.083176505684e+00  ,-2.082196110809e+00  
  1.065368863668e+05  ,-1.017843492726e+01  ,-1.226162992753e+01  ,-1.223691810591e+01  ,-1.431913271503e+01  ,-2.083195000269e+00  ,-2.082214609116e+00  
  1.071519305238e+05  ,-1.013058908571e+01  ,-1.221380278793e+01  ,-1.215593168656e+01  ,-1.423816500131e+01  ,-2.083213702217e+00  ,-2.082233314752e+00  
  1.077705253694e+05  ,-1.008281065481e+01  ,-1.216604326845e+01  ,-1.207487207414e+01  ,-1.415712430424e+01  ,-2.083232613638e+00  ,-2.082252230103e+00  
  1.083926914021e+05  ,-1.003510613016e+01  ,-1.211835786700e+01  ,-1.199374893651e+01  ,-1.407602029370e+01  ,-2.083251736840e+00  ,-2.082271357186e+00  
  1.090184492385e+05  ,-9.987481993799e+00  ,-1.207075306800e+01  ,-1.191257220475e+01  ,-1.399486290326e+01  ,-2.083271074202e+00  ,-2.082290698510e+00  
  1.096478196143e+05  ,-9.939944720298e+00  ,-1.202323534808e+01  ,-1.183135210229e+01  ,-1.391366235847e+01  ,-2.083290627784e+00  ,-2.082310256181e+00  
  1.102808233850e+05  ,-9.892500779599e+00  ,-1.197581117976e+01  ,-1.175009917152e+01  ,-1.383242920405e+01  ,-2.083310400156e+00  ,-2.082330032536e+00  
  1.109174815262e+05  ,-9.845156639058e+00  ,-1.192848703280e+01  ,-1.166882430210e+01  ,-1.375117433236e+01  ,-2.083330393743e+00  ,-2.082350030255e+00  
  1.115578151351e+05  ,-9.797918771648e+00  ,-1.188126938235e+01  ,-1.158753875958e+01  ,-1.366990901082e+01  ,-2.083350610704e+00  ,-2.082370251241e+00  
  1.122018454302e+05  ,-9.750793653874e+00  ,-1.183416470741e+01  ,-1.150625421487e+01  ,-1.358864491324e+01  ,-2.083371053536e+00  ,-2.082390698370e+00  
  1.128495937528e+05  ,-9.703787776434e+00  ,-1.178717950115e+01  ,-1.142498277772e+01  ,-1.350739415144e+01  ,-2.083391724717e+00  ,-2.082411373717e+00  
  1.135010815672e+05  ,-9.656907640282e+00  ,-1.174032026701e+01  ,-1.134373702351e+01  ,-1.342616930346e+01  ,-2.083412626724e+00  ,-2.082432279958e+00  
  1.141563304619e+05  ,-9.610159768593e+00  ,-1.169359353045e+01  ,-1.126253003107e+01  ,-1.334498345058e+01  ,-2.083433761857e+00  ,-2.082453419510e+00  
  1.148153621497e+05  ,-9.563550702766e+00  ,-1.164700583562e+01  ,-1.118137541227e+01  ,-1.326385020716e+01  ,-2.083455132856e+00  ,-2.082474794889e+00  
  1.154781984689e+05  ,-9.517087012480e+00  ,-1.160056375452e+01  ,-1.110028735009e+01  ,-1.318278375865e+01  ,-2.083476742037e+00  ,-2.082496408552e+00  
  1.161448613840e+05  ,-9.470775296628e+00  ,-1.155427388869e+01  ,-1.101928063044e+01  ,-1.310179889334e+01  ,-2.083498592058e+00  ,-2.082518262897e+00  
  1.168153729861e+05  ,-9.424622186691e+00  ,-1.150814287213e+01  ,-1.093837068147e+01  ,-1.302091104233e+01  ,-2.083520685443e+00  ,-2.082540360857e+00  
  1.174897554940e+05  ,-9.378634351157e+00  ,-1.146217737595e+01  ,-1.085757361075e+01  ,-1.294013631562e+01  ,-2.083543024794e+00  ,-2.082562704870e+00  
  1.181680312545e+05  ,-9.332818501480e+00  ,-1.141638411431e+01  ,-1.077690624121e+01  ,-1.285949153872e+01  ,-2.083565612828e+00  ,-2.082585297508e+00  
  1.188502227437e+05  ,-9.287181392052e+00  ,-1.137076984416e+01  ,-1.069638615276e+01  ,-1.277899429433e+01  ,-2.083588452111e+00  ,-2.082608141576e+00  
  1.195363525674e+05  ,-9.241729826531e+00  ,-1.132534137190e+01  ,-1.061603172250e+01  ,-1.269866296207e+01  ,-2.083611545374e+00  ,-2.082631239578e+00  
  1.202264434617e+05  ,-9.196470660751e+00  ,-1.128010555600e+01  ,-1.053586216261e+01  ,-1.261851675690e+01  ,-2.083634895247e+00  ,-2.082654594290e+00  
  1.209205182943e+05  ,-9.151410807983e+00  ,-1.123506931246e+01  ,-1.045589756614e+01  ,-1.253857577462e+01  ,-2.083658504480e+00  ,-2.082678208481e+00  
  1.216186000646e+05  ,-9.106557238610e+00  ,-1.119023961478e+01  ,-1.037615894579e+01  ,-1.245886103072e+01  ,-2.083682376165e+00  ,-2.082702084930e+00  
  1.223207119050e+05  ,-9.061916987731e+00  ,-1.114562350011e+01  ,-1.029666827688e+01  ,-1.237939450305e+01  ,-2.083706512383e+00  ,-2.082726226173e+00  
  1.230268770812e+05  ,-9.017497158559e+00  ,-1.110122807494e+01  ,-1.021744854268e+01  ,-1.230019917801e+01  ,-2.083730916385e+00  ,-2.082750635328e+00  
  1.237371189935e+05  ,-8.973304922877e+00  ,-1.105706051402e+01  ,-1.013852377667e+01  ,-1.222129909178e+01  ,-2.083755591138e+00  ,-2.082775315110e+00  
  1.244514611771e+05  ,-8.929347527909e+00  ,-1.101312806714e+01  ,-1.005991910475e+01  ,-1.214271937306e+01  ,-2.083780539230e+00  ,-2.082800268317e+00  
  1.251699273032e+05  ,-8.885632298250e+00  ,-1.096943806191e+01  ,-9.981660791729e+00  ,-1.206448628971e+01  ,-2.083805763660e+00  ,-2.082825497978e+00  
  1.258925411794e+05  ,-8.842166638518e+00  ,-1.092599790579e+01  ,-9.903776279683e+00  ,-1.198662728650e+01  ,-2.083831267273e+00  ,-2.082851006813e+00  
  1.266193267511e+05  ,-8.798958038426e+00  ,-1.088281509160e+01  ,-9.826294236422e+00  ,-1.190917103448e+01  ,-2.083857053178e+00  ,-2.082876798058e+00  
  1.273503081017e+05  ,-8.756014073985e+00  ,-1.083989719802e+01  ,-9.749244594474e+00  ,-1.183214746889e+01  ,-2.083883124034e+00  ,-2.082902874413e+00  
  1.280855094536e+05  ,-8.713342413983e+00  ,-1.079725189720e+01  ,-9.672658588147e+00  ,-1.175558782716e+01  ,-2.083909483220e+00  ,-2.082929239014e+00  
  1.288249551693e+05  ,-8.670950818775e+00  ,-1.075488695233e+01  ,-9.596568802350e+00  ,-1.167952469726e+01  ,-2.083936133554e+00  ,-2.082955894910e+00  
  1.295686697517e+05  ,-8.628847145206e+00  ,-1.071281022327e+01  ,-9.521009199294e+00  ,-1.160399204436e+01  ,-2.083963078062e+00  ,-2.082982845063e+00  
  1.303166778452e+05  ,-8.587039350845e+00  ,-1.067102967076e+01  ,-9.446015161621e+00  ,-1.152902525418e+01  ,-2.083990319917e+00  ,-2.083010092562e+00  
  1.310690042366e+05  ,-8.545535494625e+00  ,-1.062955335683e+01  ,-9.371623520664e+00  ,-1.145466116133e+01  ,-2.084017862208e+00  ,-2.083037640661e+00  
  1.318256738556e+05  ,-8.504343739396e+00  ,-1.058838944751e+01  ,-9.297872588997e+00  ,-1.138093808129e+01  ,-2.084045708112e+00  ,-2.083065492295e+00  
  1.325867117761e+05  ,-8.463472356149e+00  ,-1.054754621684e+01  ,-9.224802181488e+00  ,-1.130789583227e+01  ,-2.084073860696e+00  ,-2.083093650783e+00  
  1.333521432163e+05  ,-8.422929725000e+00  ,-1.050703204824e+01  ,-9.152453642760e+00  ,-1.123557576206e+01  ,-2.084102323237e+00  ,-2.083122119305e+00  
  1.341219935405e+05  ,-8.382724336133e+00  ,-1.046685543521e+01  ,-9.080869856414e+00  ,-1.116402075756e+01  ,-2.084131099077e+00  ,-2.083150901150e+00  
  1.348962882592e+05  ,-8.342864793032e+00  ,-1.042702498431e+01  ,-9.010095262258e+00  ,-1.109327526168e+01  ,-2.084160191274e+00  ,-2.083179999421e+00  
  1.356750530300e+05  ,-8.303359815677e+00  ,-1.038754941895e+01  ,-8.940175855977e+00  ,-1.102338527360e+01  ,-2.084189603273e+00  ,-2.083209417628e+00  
  1.364583136589e+05  ,-8.264218239233e+00  ,-1.034843757751e+01  ,-8.871159188187e+00  ,-1.095439834696e+01  ,-2.084219338278e+00  ,-2.083239158771e+00  
  1.372460961008e+05  ,-8.225449016505e+00  ,-1.030969841608e+01  ,-8.803094352533e+00  ,-1.088636357903e+01  ,-2.084249399573e+00  ,-2.083269226494e+00  
  1.380384264603e+05  ,-8.187061218586e+00  ,-1.027134100933e+01  ,-8.736031969122e+00  ,-1.081933159319e+01  ,-2.084279790748e+00  ,-2.083299624064e+00  
  1.388353309929e+05  ,-8.149064035539e+00  ,-1.023337455065e+01  ,-8.670024150965e+00  ,-1.075335450576e+01  ,-2.084310515107e+00  ,-2.083330354791e+00  
  1.396368361056e+05  ,-8.111466777648e+00  ,-1.019580835377e+01  ,-8.605124466976e+00  ,-1.068848588934e+01  ,-2.084341576118e+00  ,-2.083361422366e+00  
  1.404429683578e+05  ,-8.074278875759e+00  ,-1.015865185288e+01  ,-8.541387892575e+00  ,-1.062478072279e+01  ,-2.084372977121e+00  ,-2.083392830214e+00  
  1.412537544623e+05  ,-8.037509878422e+00  ,-1.012191460033e+01  ,-8.478870742468e+00  ,-1.056229532390e+01  ,-2.084404721907e+00  ,-2.083424581432e+00  
  1.420692212860e+05  ,-8.001169454524e+00  ,-1.008560626815e+01  ,-8.417630600833e+00  ,-1.050108728077e+01  ,-2.084436813624e+00  ,-2.083456679937e+00  
  1.428893958511e+05  ,-7.965267391730e+00  ,-1.004973664790e+01  ,-8.357726225674e+00  ,-1.044121535504e+01  ,-2.084469256173e+00  ,-2.083489129361e+00  
  1.437143053356e+05  ,-7.929813592575e+00  ,-1.001431564553e+01  ,-8.299217447176e+00  ,-1.038273938031e+01  ,-2.084502052958e+00  ,-2.083521933137e+00  
  1.445439770746e+05  ,-7.894818078007e+00  ,-9.979353285672e+00  ,-8.242165051301e+00  ,-1.032572014621e+01  ,-2.084535207664e+00  ,-2.083555094906e+00  
  1.453784385608e+05  ,-7.860290980852e+00  ,-9.944859704748e+00  ,-8.186630638459e+00  ,-1.027021925670e+01  ,-2.084568723896e+00  ,-2.083588618243e+00  
  1.462177174457e+05  ,-7.826242544140e+00  ,-9.910845149716e+00  ,-8.132676478606e+00  ,-1.021629898567e+01  ,-2.084602605576e+00  ,-2.083622507068e+00  
  1.470618415405e+05  ,-7.792683120150e+00  ,-9.877319976293e+00  ,-8.080365340282e+00  ,-1.016402210513e+01  ,-2.084636856143e+00  ,-2.083656764848e+00  
  1.479108388168e+05  ,-7.759623165281e+00  ,-9.844294644655e+00  ,-8.029760306415e+00  ,-1.011345170207e+01  ,-2.084671479374e+00  ,-2.083691395655e+00  
  1.487647374080e+05  ,-7.727073237402e+00  ,-9.811779716624e+00  ,-7.980924574801e+00  ,-1.006465097763e+01  ,-2.084706479223e+00  ,-2.083726402826e+00  
  1.496235656094e+05  ,-7.695043990562e+00  ,-9.779785850119e+00  ,-7.933921238660e+00  ,-1.001768302935e+01  ,-2.084741859557e+00  ,-2.083761790693e+00  
  1.504873518803e+05  ,-7.663546170369e+00  ,-9.748323794189e+00  ,-7.888813053992e+00  ,-9.972610616672e+00  ,-2.084777623820e+00  ,-2.083797562680e+00  
  1.513561248436e+05  ,-7.632590607906e+00  ,-9.717404384283e+00  ,-7.845662192263e+00  ,-9.929495915146e+00  ,-2.084813776377e+00  ,-2.083833722883e+00  
  1.522299132880e+05  ,-7.602188216524e+00  ,-9.687038537382e+00  ,-7.804529974722e+00  ,-9.888400249926e+00  ,-2.084850320858e+00  ,-2.083870275204e+00  
  1.531087461682e+05  ,-7.572349980854e+00  ,-9.657237242208e+00  ,-7.765476597898e+00  ,-9.849383821583e+00  ,-2.084887261354e+00  ,-2.083907223686e+00  
  1.539926526059e+05  ,-7.543086953741e+00  ,-9.628011555407e+00  ,-7.728560843345e+00  ,-9.812505415298e+00  ,-2.084924601666e+00  ,-2.083944571953e+00  
  1.548816618912e+05  ,-7.514410245949e+00  ,-9.599372592095e+00  ,-7.693839782734e+00  ,-9.777822107227e+00  ,-2.084962346146e+00  ,-2.083982324493e+00  
  1.557758034832e+05  ,-7.486331018380e+00  ,-9.571331516738e+00  ,-7.661368467661e+00  ,-9.745388952728e+00  ,-2.085000498358e+00  ,-2.084020485066e+00  
  1.566751070108e+05  ,-7.458860473727e+00  ,-9.543899536666e+00  ,-7.631199620819e+00  ,-9.715258678656e+00  ,-2.085039062939e+00  ,-2.084059057837e+00  
  1.575796022744e+05  ,-7.432009846295e+00  ,-9.517087889881e+00  ,-7.603383320031e+00  ,-9.687481366855e+00  ,-2.085078043585e+00  ,-2.084098046824e+00  
  1.584893192461e+05  ,-7.405790390635e+00  ,-9.490907835212e+00  ,-7.577966682673e+00  ,-9.662104139069e+00  ,-2.085117444576e+00  ,-2.084137456396e+00  
  1.594042880712e+05  ,-7.380213372647e+00  ,-9.465370642783e+00  ,-7.554993551668e+00  ,-9.639170842267e+00  ,-2.085157270136e+00  ,-2.084177290599e+00  
  1.603245390690e+05  ,-7.355290057261e+00  ,-9.440487581719e+00  ,-7.534504190876e+00  ,-9.618721744532e+00  ,-2.085197524459e+00  ,-2.084217553656e+00  
  1.612501027338e+05  ,-7.331031693040e+00  ,-9.416269904918e+00  ,-7.516534982091e+00  ,-9.600793231970e+00  ,-2.085238211878e+00  ,-2.084258249879e+00  
  1.621810097359e+05  ,-7.307449503548e+00  ,-9.392728839990e+00  ,-7.501118142187e+00  ,-9.585417525561e+00  ,-2.085279336441e+00  ,-2.084299383374e+00  
  1.631172909228e+05  ,-7.284554671286e+00  ,-9.369875573993e+00  ,-7.488281449177e+00  ,-9.572622407891e+00  ,-2.085320902707e+00  ,-2.084340958714e+00  
  1.640589773200e+05  ,-7.262358322859e+00  ,-9.347721237858e+00  ,-7.478047987471e+00  ,-9.562430967570e+00  ,-2.085362914999e+00  ,-2.084382980099e+00  
  1.650061001320e+05  ,-7.240871515611e+00  ,-9.326276893233e+00  ,-7.470435918099e+00  ,-9.554861370075e+00  ,-2.085405377622e+00  ,-2.084425451975e+00  
  1.659586907438e+05  ,-7.220105219532e+00  ,-9.305553514523e+00  ,-7.465458269107e+00  ,-9.549926647890e+00  ,-2.085448294991e+00  ,-2.084468378783e+00  
  1.669167807211e+05  ,-7.200070302998e+00  ,-9.285561974712e+00  ,-7.463122753476e+00  ,-9.547634518444e+00  ,-2.085491671715e+00  ,-2.084511764968e+00  
  1.678804018123e+05  ,-7.180777513889e+00  ,-9.266313026039e+00  ,-7.463431616653e+00  ,-9.547987231606e+00  ,-2.085535512150e+00  ,-2.084555614953e+00  
  1.688495859487e+05  ,-7.162237462569e+00  ,-9.247817283287e+00  ,-7.466381513471e+00  ,-9.550981446804e+00  ,-2.085579820719e+00  ,-2.084599933333e+00  
  1.698243652462e+05  ,-7.144460604460e+00  ,-9.230085206759e+00  ,-7.471963420145e+00  ,-9.556608144848e+00  ,-2.085624602299e+00  ,-2.084644724702e+00  
  1.708047720060e+05  ,-7.127457218494e+00  ,-9.213127079657e+00  ,-7.480162575289e+00  ,-9.564852568888e+00  ,-2.085669861163e+00  ,-2.084689993599e+00  
  1.717908387158e+05  ,-7.111237389475e+00  ,-9.196952991521e+00  ,-7.490958459883e+00  ,-9.575694204559e+00  ,-2.085715602046e+00  ,-2.084735744676e+00  
  1.727825980508e+05  ,-7.095810988532e+00  ,-9.181572818321e+00  ,-7.504324806871e+00  ,-9.589106789445e+00  ,-2.085761829789e+00  ,-2.084781982574e+00  
  1.737800828749e+05  ,-7.081187651879e+00  ,-9.166996200679e+00  ,-7.520229647114e+00  ,-9.605058359011e+00  ,-2.085808548800e+00  ,-2.084828711896e+00  
  1.747833262418e+05  ,-7.067376756704e+00  ,-9.153232520811e+00  ,-7.538635389544e+00  ,-9.623511327266e+00  ,-2.085855764107e+00  ,-2.084875937722e+00  
  1.757923613959e+05  ,-7.054387405270e+00  ,-9.140290885471e+00  ,-7.559498930341e+00  ,-9.644422594907e+00  ,-2.085903480202e+00  ,-2.084923664566e+00  
  1.768072217734e+05  ,-7.042228398719e+00  ,-9.128180100848e+00  ,-7.582771793865e+00  ,-9.667743691048e+00  ,-2.085951702130e+00  ,-2.084971897183e+00  
  1.778279410039e+05  ,-7.030908215738e+00  ,-9.116908650322e+00  ,-7.608400303650e+00  ,-9.693420944189e+00  ,-2.086000434584e+00  ,-2.085020640539e+00  
  1.788545529108e+05  ,-7.020434990388e+00  ,-9.106484672911e+00  ,-7.636325776460e+00  ,-9.721395675888e+00  ,-2.086049682523e+00  ,-2.085069899428e+00  
  1.798870915129e+05  ,-7.010816489649e+00  ,-9.096915940444e+00  ,-7.666484743267e+00  ,-9.751604422132e+00  ,-2.086099450795e+00  ,-2.085119678865e+00  
  1.809255910254e+05  ,-7.002060088672e+00  ,-9.088209833122e+00  ,-7.698809189854e+00  ,-9.783979173622e+00  ,-2.086149744450e+00  ,-2.085169983768e+00  
  1.819700858610e+05  ,-6.994172749473e+00  ,-9.080373317641e+00  ,-7.733226812923e+00  ,-9.818447631814e+00  ,-2.086200568168e+00  ,-2.085220818891e+00  
  1.830206106311e+05  ,-6.987160995541e+00  ,-9.073412922808e+00  ,-7.769661297403e+00  ,-9.854933487072e+00  ,-2.086251927267e+00  ,-2.085272189669e+00  
  1.840772001469e+05  ,-6.981030890095e+00  ,-9.067334716954e+00  ,-7.808032599966e+00  ,-9.893356700886e+00  ,-2.086303826858e+00  ,-2.085324100920e+00  
  1.851398894205e+05  ,-6.975788012178e+00  ,-9.062144283816e+00  ,-7.848257245133e+00  ,-9.933633802722e+00  ,-2.086356271638e+00  ,-2.085376557589e+00  
  1.862087136663e+05  ,-6.971437432176e+00  ,-9.057846699260e+00  ,-7.890248626348e+00  ,-9.975678191385e+00  ,-2.086409267084e+00  ,-2.085429565037e+00  
  1.872837083018e+05  ,-6.967983689041e+00  ,-9.054446507182e+00  ,-7.933917312404e+00  ,-1.001940044063e+01  ,-2.086462818141e+00  ,-2.085483128222e+00  
  1.883649089490e+05  ,-6.965430769693e+00  ,-9.051947699740e+00  ,-7.979171351726e+00  ,-1.006470860431e+01  ,-2.086516930047e+00  ,-2.085537252584e+00  
  1.894523514357e+05  ,-6.963782082170e+00  ,-9.050353690255e+00  ,-8.025916578160e+00  ,-1.011150852125e+01  ,-2.086571608085e+00  ,-2.085591943087e+00  
  1.905460717963e+05  ,-6.963040435621e+00  ,-9.049667293009e+00  ,-8.074056912625e+00  ,-1.015970411774e+01  ,-2.086626857388e+00  ,-2.085647205115e+00  
  1.916461062735e+05  ,-6.963208017114e+00  ,-9.049890700703e+00  ,-8.123494657835e+00  ,-1.020919770184e+01  ,-2.086682683589e+00  ,-2.085703044009e+00  
  1.927524913191e+05  ,-6.964286371054e+00  ,-9.051025462509e+00  ,-8.174130787058e+00  ,-1.025989025199e+01  ,-2.086739091455e+00  ,-2.085759464935e+00  
  1.938652635952e+05  ,-6.966276377512e+00  ,-9.053072464313e+00  ,-8.225865224701e+00  ,-1.031168169820e+01  ,-2.086796086801e+00  ,-2.085816473503e+00  
  1.949844599758e+05  ,-6.969178229817e+00  ,-9.056031904549e+00  ,-8.278597115907e+00  ,-1.036447119054e+01  ,-2.086853674732e+00  ,-2.085874074630e+00  
  1.961101175476e+05  ,-6.972991417169e+00  ,-9.059903278125e+00  ,-8.332225086253e+00  ,-1.041815736054e+01  ,-2.086911860956e+00  ,-2.085932274292e+00  
  1.972422736115e+05  ,-6.977714703718e+00  ,-9.064685354265e+00  ,-8.386647490322e+00  ,-1.047263856789e+01  ,-2.086970650547e+00  ,-2.085991077564e+00  
  1.983809656837e+05  ,-6.983346110173e+00  ,-9.070376159478e+00  ,-8.441762647986e+00  ,-1.052781313812e+01  ,-2.087030049305e+00  ,-2.086050490131e+00  
  1.995262314969e+05  ,-6.989882895493e+00  ,-9.076972958184e+00  ,-8.497469068743e+00  ,-1.058357958635e+01  ,-2.087090062691e+00  ,-2.086110517611e+00  
  2.006781090018e+05  ,-6.997321540917e+00  ,-9.084472237047e+00  ,-8.553665665383e+00  ,-1.063983683057e+01  ,-2.087150696130e+00  ,-2.086171165183e+00  
  2.018366363682e+05  ,-7.005657731770e+00  ,-9.092869687019e+00  ,-8.610251953364e+00  ,-1.069648439216e+01  ,-2.087211955249e+00  ,-2.086232438793e+00  
  2.030018519860e+05  ,-7.014886344389e+00  ,-9.102160190271e+00  ,-8.667128241321e+00  ,-1.075342258521e+01  ,-2.087273845881e+00  ,-2.086294343891e+00  
  2.041737944670e+05  ,-7.025001429689e+00  ,-9.112337803203e+00  ,-8.724195807956e+00  ,-1.081055269415e+01  ,-2.087336373514e+00  ,-2.086356886191e+00  
  2.053525026457e+05  ,-7.035996201670e+00  ,-9.123395745424e+00  ,-8.781357070407e+00  ,-1.086777714191e+01  ,-2.087399543754e+00  ,-2.086420071503e+00  
  2.065380155811e+05  ,-7.047863023503e+00  ,-9.135326385941e+00  ,-8.838515740068e+00  ,-1.092499964537e+01  ,-2.087463362438e+00  ,-2.086483905305e+00  
  2.077303725573e+05  ,-7.060593396796e+00  ,-9.148121231970e+00  ,-8.895576971366e+00  ,-1.098212536482e+01  ,-2.087527835174e+00  ,-2.086548393454e+00  
  2.089296130854e+05  ,-7.074177951931e+00  ,-9.161770920023e+00  ,-8.952447500138e+00  ,-1.103906104205e+01  ,-2.087592968092e+00  ,-2.086613541909e+00  
  2.101357769047e+05  ,-7.088606437989e+00  ,-9.176265204597e+00  ,-9.009035773806e+00  ,-1.109571512986e+01  ,-2.087658766608e+00  ,-2.086679356051e+00  
  2.113489039837e+05  ,-7.103867716228e+00  ,-9.191592952925e+00  ,-9.065252074751e+00  ,-1.115199791694e+01  ,-2.087725236697e+00  ,-2.086745842191e+00  
  2.125690345217e+05  ,-7.119949751684e+00  ,-9.207742136058e+00  ,-9.121008636229e+00  ,-1.120782164219e+01  ,-2.087792384374e+00  ,-2.086813005963e+00  
  2.137962089502e+05  ,-7.136839609355e+00  ,-9.224699824527e+00  ,-9.176219751002e+00  ,-1.126310060425e+01  ,-2.087860215173e+00  ,-2.086880853246e+00  
  2.150304679340e+05  ,-7.154523448613e+00  ,-9.242452184124e+00  ,-9.230801876340e+00  ,-1.131775126635e+01  ,-2.087928735511e+00  ,-2.086949390009e+00  
  2.162718523727e+05  ,-7.172986520628e+00  ,-9.260984471630e+00  ,-9.284673732123e+00  ,-1.137169235441e+01  ,-2.087997951002e+00  ,-2.087018622289e+00  
  2.175204034020e+05  ,-7.192213167589e+00  ,-9.280281035320e+00  ,-9.337756392854e+00  ,-1.142484494893e+01  ,-2.088067867731e+00  ,-2.087088556075e+00  
  2.187761623950e+05  ,-7.212186820903e+00  ,-9.300325312579e+00  ,-9.389973378536e+00  ,-1.147713257576e+01  ,-2.088138491675e+00  ,-2.087159197226e+00  
  2.200391709637e+05  ,-7.232890002624e+00  ,-9.321099831537e+00  ,-9.441250737782e+00  ,-1.152848128972e+01  ,-2.088209828913e+00  ,-2.087230551939e+00  
  2.213094709606e+05  ,-7.254304327959e+00  ,-9.342586213507e+00  ,-9.491517128654e+00  ,-1.157881975497e+01  ,-2.088281885548e+00  ,-2.087302626313e+00  
  2.225871044793e+05  ,-7.276410508769e+00  ,-9.364765176539e+00  ,-9.540703895835e+00  ,-1.162807932223e+01  ,-2.088354667769e+00  ,-2.087375426397e+00  
  2.238721138568e+05  ,-7.299188359114e+00  ,-9.387616540693e+00  ,-9.588745141082e+00  ,-1.167619409932e+01  ,-2.088428181579e+00  ,-2.087448958242e+00  
  2.251645416745e+05  ,-7.322616799702e+00  ,-9.411119232766e+00  ,-9.635577794345e+00  ,-1.172310102262e+01  ,-2.088502433064e+00  ,-2.087523228271e+00  
  2.264644307593e+05  ,-7.346673868175e+00  ,-9.435251296678e+00  ,-9.681141676503e+00  ,-1.176873991867e+01  ,-2.088577428502e+00  ,-2.087598242166e+00  
  2.277718241857e+05  ,-7.371336727421e+00  ,-9.459989901509e+00  ,-9.725379560707e+00  ,-1.181305356736e+01  ,-2.088653174088e+00  ,-2.087674006656e+00  
  2.290867652768e+05  ,-7.396581676377e+00  ,-9.485311352387e+00  ,-9.768237228025e+00  ,-1.185598775566e+01  ,-2.088729676011e+00  ,-2.087750527636e+00  
  2.304092976056e+05  ,-7.422384162413e+00  ,-9.511191103103e+00  ,-9.809663519310e+00  ,-1.189749133098e+01  ,-2.088806940690e+00  ,-2.087827811673e+00  
  2.317394649968e+05  ,-7.448718795081e+00  ,-9.537603769314e+00  ,-9.849610381044e+00  ,-1.193751624578e+01  ,-2.088884974234e+00  ,-2.087905864733e+00  
  2.330773115283e+05  ,-7.475559362195e+00  ,-9.564523145123e+00  ,-9.888032907702e+00  ,-1.197601760101e+01  ,-2.088963782928e+00  ,-2.087984693310e+00  
  2.344228815320e+05  ,-7.502878846475e+00  ,-9.591922219671e+00  ,-9.924889376972e+00  ,-1.201295368050e+01  ,-2.089043373196e+00  ,-2.088064303532e+00  
  2.357762195961e+05  ,-7.530649444583e+00  ,-9.619773196035e+00  ,-9.960141280199e+00  ,-1.204828598221e+01  ,-2.089123751452e+00  ,-2.088144702013e+00  
  2.371373705662e+05  ,-7.558842588449e+00  ,-9.648047512243e+00  ,-9.993753346339e+00  ,-1.208197924135e+01  ,-2.089204923795e+00  ,-2.088225895012e+00  
  2.385063795465e+05  ,-7.587428965471e+00  ,-9.676715862443e+00  ,-1.002569355884e+01  ,-1.211400144768e+01  ,-2.089286896972e+00  ,-2.088307888839e+00  
  2.398832919020e+05  ,-7.616378545216e+00  ,-9.705748222287e+00  ,-1.005593316705e+01  ,-1.214432385705e+01  ,-2.089369677072e+00  ,-2.088390690003e+00  
  2.412681532592e+05  ,-7.645660602973e+00  ,-9.735113873634e+00  ,-1.008444668940e+01  ,-1.217292099424e+01  ,-2.089453270661e+00  ,-2.088474304843e+00  
