  Frequency            , DB(V(N00099)-V(N00103)), DB(V(N00115)-V(N00119)), DB(V(N00107)-V(N00111)), DB(V(N00123)-V(N00131)), DB((V(N00115)-V(N00119))/(V(N00099)-V(N00103))), DB((V(N00123)-V(N00131))/(V(N00107)-V(N00111)))
  1.496235656094e+05  ,-7.695040022334e+00  ,-9.858629318666e+00  ,-7.933917041254e+00  ,-1.009651963128e+01  ,-2.163589296332e+00  ,-2.162602590025e+00  
  1.504873518803e+05  ,-7.663542195007e+00  ,-9.827167035369e+00  ,-7.888808845099e+00  ,-1.005144691616e+01  ,-2.163624840362e+00  ,-2.162638071058e+00  
  1.513561248436e+05  ,-7.632586625997e+00  ,-9.796247394802e+00  ,-7.845657971742e+00  ,-1.000833190760e+01  ,-2.163660768804e+00  ,-2.162673935854e+00  
  1.522299132880e+05  ,-7.602184227528e+00  ,-9.765881312894e+00  ,-7.804525742646e+00  ,-9.967235930672e+00  ,-2.163697085366e+00  ,-2.162710188026e+00  
  1.531087461682e+05  ,-7.572345984701e+00  ,-9.736079778730e+00  ,-7.765472354291e+00  ,-9.928219185866e+00  ,-2.163733794028e+00  ,-2.162746831575e+00  
  1.539926526059e+05  ,-7.543082950546e+00  ,-9.706853849093e+00  ,-7.728556588256e+00  ,-9.891340458387e+00  ,-2.163770898547e+00  ,-2.162783870131e+00  
  1.548816618912e+05  ,-7.514406235344e+00  ,-9.678214638401e+00  ,-7.693835516213e+00  ,-9.856656824312e+00  ,-2.163808403057e+00  ,-2.162821308099e+00  
  1.557758034832e+05  ,-7.486327000644e+00  ,-9.650173311994e+00  ,-7.661364189782e+00  ,-9.824223338865e+00  ,-2.163846311350e+00  ,-2.162859149084e+00  
  1.566751070108e+05  ,-7.458856448468e+00  ,-9.622741076119e+00  ,-7.631195331650e+00  ,-9.794092728955e+00  ,-2.163884627651e+00  ,-2.162897397305e+00  
  1.575796022744e+05  ,-7.432005813393e+00  ,-9.595929169261e+00  ,-7.603379019664e+00  ,-9.766315076097e+00  ,-2.163923355867e+00  ,-2.162936056433e+00  
  1.584893192461e+05  ,-7.405786349877e+00  ,-9.569748849903e+00  ,-7.577962371191e+00  ,-9.740937502134e+00  ,-2.163962500026e+00  ,-2.162975130943e+00  
  1.594042880712e+05  ,-7.380209324034e+00  ,-9.544211388306e+00  ,-7.554989229190e+00  ,-9.718003853897e+00  ,-2.164002064273e+00  ,-2.163014624707e+00  
  1.603245390690e+05  ,-7.355286000837e+00  ,-9.519328053528e+00  ,-7.534499857517e+00  ,-9.697554399535e+00  ,-2.164042052692e+00  ,-2.163054542018e+00  
  1.612501027338e+05  ,-7.331027628518e+00  ,-9.495110098242e+00  ,-7.516530637954e+00  ,-9.679625524777e+00  ,-2.164082469724e+00  ,-2.163094886823e+00  
  1.621810097359e+05  ,-7.307445430705e+00  ,-9.471568749883e+00  ,-7.501113787447e+00  ,-9.664249450763e+00  ,-2.164123319178e+00  ,-2.163135663316e+00  
  1.631172909228e+05  ,-7.284550590363e+00  ,-9.448715195724e+00  ,-7.488277083954e+00  ,-9.651453959913e+00  ,-2.164164605361e+00  ,-2.163176875958e+00  
  1.640589773200e+05  ,-7.262354233233e+00  ,-9.426560566044e+00  ,-7.478043611912e+00  ,-9.641262140663e+00  ,-2.164206332811e+00  ,-2.163218528751e+00  
  1.650061001320e+05  ,-7.240867417607e+00  ,-9.405115923198e+00  ,-7.470431532362e+00  ,-9.633692158522e+00  ,-2.164248505590e+00  ,-2.163260626160e+00  
  1.659586907438e+05  ,-7.220101112594e+00  ,-9.384392240773e+00  ,-7.465453873372e+00  ,-9.628757045772e+00  ,-2.164291128179e+00  ,-2.163303172400e+00  
  1.669167807211e+05  ,-7.200066187455e+00  ,-9.364400392169e+00  ,-7.463118347873e+00  ,-9.626464519739e+00  ,-2.164334204715e+00  ,-2.163346171866e+00  
  1.678804018123e+05  ,-7.180773389461e+00  ,-9.345151129262e+00  ,-7.463427201368e+00  ,-9.626816830310e+00  ,-2.164377739801e+00  ,-2.163389628943e+00  
  1.688495859487e+05  ,-7.162233329039e+00  ,-9.326655066753e+00  ,-7.466377088678e+00  ,-9.629810636708e+00  ,-2.164421737713e+00  ,-2.163433548030e+00  
  1.698243652462e+05  ,-7.144456461920e+00  ,-9.308922665012e+00  ,-7.471958986020e+00  ,-9.635436919606e+00  ,-2.164466203092e+00  ,-2.163477933586e+00  
  1.708047720060e+05  ,-7.127453066554e+00  ,-9.291964206776e+00  ,-7.480158132001e+00  ,-9.643680922101e+00  ,-2.164511140221e+00  ,-2.163522790100e+00  
  1.717908387158e+05  ,-7.111233228195e+00  ,-9.275789781868e+00  ,-7.490954007614e+00  ,-9.654522129650e+00  ,-2.164556553673e+00  ,-2.163568122035e+00  
  1.727825980508e+05  ,-7.095806817692e+00  ,-9.260409265933e+00  ,-7.504320345787e+00  ,-9.667934279782e+00  ,-2.164602448241e+00  ,-2.163613933995e+00  
  1.737800828749e+05  ,-7.081183471229e+00  ,-9.245832299391e+00  ,-7.520225177389e+00  ,-9.683885407902e+00  ,-2.164648828162e+00  ,-2.163660230513e+00  
  1.747833262418e+05  ,-7.067372566322e+00  ,-9.232068264639e+00  ,-7.538630911343e+00  ,-9.702337927652e+00  ,-2.164695698318e+00  ,-2.163707016309e+00  
  1.757923613959e+05  ,-7.054383204848e+00  ,-9.219126268014e+00  ,-7.559494443830e+00  ,-9.723248739724e+00  ,-2.164743063166e+00  ,-2.163754295894e+00  
  1.768072217734e+05  ,-7.042224188099e+00  ,-9.207015115759e+00  ,-7.582767299196e+00  ,-9.746569373220e+00  ,-2.164790927659e+00  ,-2.163802074023e+00  
  1.778279410039e+05  ,-7.030903994899e+00  ,-9.195743291169e+00  ,-7.608395800976e+00  ,-9.772246156379e+00  ,-2.164839296270e+00  ,-2.163850355404e+00  
  1.788545529108e+05  ,-7.020430759142e+00  ,-9.185318932984e+00  ,-7.636321265919e+00  ,-9.800220410581e+00  ,-2.164888173842e+00  ,-2.163899144663e+00  
  1.798870915129e+05  ,-7.010812247889e+00  ,-9.175749813040e+00  ,-7.666480225000e+00  ,-9.830428671834e+00  ,-2.164937565151e+00  ,-2.163948446834e+00  
  1.809255910254e+05  ,-7.002055836204e+00  ,-9.167043311227e+00  ,-7.698804663981e+00  ,-9.862802930460e+00  ,-2.164987475023e+00  ,-2.163998266478e+00  
  1.819700858610e+05  ,-6.994168486490e+00  ,-9.159206394704e+00  ,-7.733222279564e+00  ,-9.897270887959e+00  ,-2.165037908215e+00  ,-2.164048608394e+00  
  1.830206106311e+05  ,-6.987156721588e+00  ,-9.152245591336e+00  ,-7.769656756660e+00  ,-9.933756234420e+00  ,-2.165088869748e+00  ,-2.164099477760e+00  
  1.840772001469e+05  ,-6.981026605097e+00  ,-9.146166969761e+00  ,-7.808028051930e+00  ,-9.972178931200e+00  ,-2.165140364664e+00  ,-2.164150879270e+00  
  1.851398894205e+05  ,-6.975783715937e+00  ,-9.140976113469e+00  ,-7.848252689894e+00  ,-1.001245550767e+01  ,-2.165192397532e+00  ,-2.164202817775e+00  
  1.862087136663e+05  ,-6.971433124444e+00  ,-9.136678098044e+00  ,-7.890244063974e+00  ,-1.005449936236e+01  ,-2.165244973601e+00  ,-2.164255298381e+00  
  1.872837083018e+05  ,-6.967979369813e+00  ,-9.133277467552e+00  ,-7.933912742963e+00  ,-1.009822106903e+01  ,-2.165298097739e+00  ,-2.164308326066e+00  
  1.883649089490e+05  ,-6.965426438952e+00  ,-9.130778213999e+00  ,-7.979166775247e+00  ,-1.014352868110e+01  ,-2.165351775047e+00  ,-2.164361905850e+00  
  1.894523514357e+05  ,-6.963777739662e+00  ,-9.129183750336e+00  ,-8.025911994669e+00  ,-1.019032803743e+01  ,-2.165406010673e+00  ,-2.164416042765e+00  
  1.905460717963e+05  ,-6.963036081104e+00  ,-9.128496890626e+00  ,-8.074052322156e+00  ,-1.023852306410e+01  ,-2.165460809522e+00  ,-2.164470741948e+00  
  1.916461062735e+05  ,-6.963203650613e+00  ,-9.128719827702e+00  ,-8.123490060393e+00  ,-1.028801606895e+01  ,-2.165516177089e+00  ,-2.164526008561e+00  
  1.927524913191e+05  ,-6.964281992235e+00  ,-9.129854110300e+00  ,-8.174126182638e+00  ,-1.033870803029e+01  ,-2.165572118065e+00  ,-2.164581847656e+00  
  1.938652635952e+05  ,-6.966271986317e+00  ,-9.131900624399e+00  ,-8.225860613285e+00  ,-1.039049887769e+01  ,-2.165628638082e+00  ,-2.164638264409e+00  
  1.949844599758e+05  ,-6.969173826077e+00  ,-9.134859568073e+00  ,-8.278592497461e+00  ,-1.044328776149e+01  ,-2.165685741996e+00  ,-2.164695264030e+00  
  1.961101175476e+05  ,-6.972987000802e+00  ,-9.138730436113e+00  ,-8.332220460748e+00  ,-1.049697331273e+01  ,-2.165743435310e+00  ,-2.164752851985e+00  
  1.972422736115e+05  ,-6.977710274651e+00  ,-9.143511997791e+00  ,-8.386642857663e+00  ,-1.055145389081e+01  ,-2.165801723140e+00  ,-2.164811033146e+00  
  1.983809656837e+05  ,-6.983341668084e+00  ,-9.149202279084e+00  ,-8.441758008116e+00  ,-1.060662782128e+01  ,-2.165860611000e+00  ,-2.164869813164e+00  
  1.995262314969e+05  ,-6.989878440284e+00  ,-9.155798544377e+00  ,-8.497464421583e+00  ,-1.066239361888e+01  ,-2.165920104093e+00  ,-2.164929197293e+00  
  2.006781090018e+05  ,-6.997317072165e+00  ,-9.163297280086e+00  ,-8.553661010840e+00  ,-1.071865020162e+01  ,-2.165980207921e+00  ,-2.164989190781e+00  
  2.018366363682e+05  ,-7.005653249845e+00  ,-9.171694177426e+00  ,-8.610247291329e+00  ,-1.077529709043e+01  ,-2.166040927580e+00  ,-2.165049799102e+00  
  2.030018519860e+05  ,-7.014881848790e+00  ,-9.180984117668e+00  ,-8.667123571677e+00  ,-1.083223459933e+01  ,-2.166102268878e+00  ,-2.165111027651e+00  
  2.041737944670e+05  ,-7.024996920441e+00  ,-9.191161157611e+00  ,-8.724191130573e+00  ,-1.088936401245e+01  ,-2.166164237170e+00  ,-2.165172881881e+00  
  2.053525026457e+05  ,-7.035991678500e+00  ,-9.202218516386e+00  ,-8.781352385166e+00  ,-1.094658775253e+01  ,-2.166226837886e+00  ,-2.165235367368e+00  
  2.065380155811e+05  ,-7.047858486399e+00  ,-9.214148562903e+00  ,-8.838511046776e+00  ,-1.100380953629e+01  ,-2.166290076503e+00  ,-2.165298489509e+00  
  2.077303725573e+05  ,-7.060588845471e+00  ,-9.226942804074e+00  ,-8.895572269890e+00  ,-1.106093452361e+01  ,-2.166353958603e+00  ,-2.165362253721e+00  
  2.089296130854e+05  ,-7.074173386343e+00  ,-9.240591876164e+00  ,-8.952442790315e+00  ,-1.111786945623e+01  ,-2.166418489821e+00  ,-2.165426665919e+00  
  2.101357769047e+05  ,-7.088601857868e+00  ,-9.255085533541e+00  ,-9.009031055439e+00  ,-1.117452278670e+01  ,-2.166483675673e+00  ,-2.165491731259e+00  
  2.113489039837e+05  ,-7.103863121474e+00  ,-9.270412643297e+00  ,-9.065247347668e+00  ,-1.123080480336e+01  ,-2.166549521823e+00  ,-2.165557455697e+00  
  2.125690345217e+05  ,-7.119945142259e+00  ,-9.286561176252e+00  ,-9.121003900230e+00  ,-1.128662774489e+01  ,-2.166616033993e+00  ,-2.165623844663e+00  
  2.137962089502e+05  ,-7.136834985016e+00  ,-9.303518202694e+00  ,-9.176215005878e+00  ,-1.134190590982e+01  ,-2.166683217678e+00  ,-2.165690903947e+00  
  2.150304679340e+05  ,-7.154518809073e+00  ,-9.321269887978e+00  ,-9.230797121878e+00  ,-1.139655576105e+01  ,-2.166751078905e+00  ,-2.165758639172e+00  
  2.162718523727e+05  ,-7.172981865901e+00  ,-9.339801488916e+00  ,-9.284668968113e+00  ,-1.145049602409e+01  ,-2.166819623015e+00  ,-2.165827055978e+00  
  2.175204034020e+05  ,-7.192208497269e+00  ,-9.359097353231e+00  ,-9.337751619060e+00  ,-1.150364777939e+01  ,-2.166888855962e+00  ,-2.165896160328e+00  
  2.187761623950e+05  ,-7.212182134951e+00  ,-9.379140918382e+00  ,-9.389968594713e+00  ,-1.155593455238e+01  ,-2.166958783431e+00  ,-2.165965957669e+00  
  2.200391709637e+05  ,-7.232885301033e+00  ,-9.399914712394e+00  ,-9.441245943704e+00  ,-1.160728239785e+01  ,-2.167029411360e+00  ,-2.166036454148e+00  
  2.213094709606e+05  ,-7.254299610311e+00  ,-9.421400355791e+00  ,-9.491512324077e+00  ,-1.165761997923e+01  ,-2.167100745480e+00  ,-2.166107655158e+00  
  2.225871044793e+05  ,-7.276405775156e+00  ,-9.443578566857e+00  ,-9.540699080489e+00  ,-1.170687864752e+01  ,-2.167172791701e+00  ,-2.166179567036e+00  
  2.238721138568e+05  ,-7.299183609246e+00  ,-9.466429165140e+00  ,-9.588740314715e+00  ,-1.175499250986e+01  ,-2.167245555894e+00  ,-2.166252195142e+00  
  2.251645416745e+05  ,-7.322612033442e+00  ,-9.489931077277e+00  ,-9.635572956690e+00  ,-1.180189850236e+01  ,-2.167319043835e+00  ,-2.166325545672e+00  
  2.264644307593e+05  ,-7.346669085457e+00  ,-9.514062346954e+00  ,-9.681136827311e+00  ,-1.184753645161e+01  ,-2.167393261497e+00  ,-2.166399624302e+00  
  2.277718241857e+05  ,-7.371331928006e+00  ,-9.538800142778e+00  ,-9.725374699656e+00  ,-1.189184913672e+01  ,-2.167468214772e+00  ,-2.166474437068e+00  
  2.290867652768e+05  ,-7.396576860097e+00  ,-9.564120769794e+00  ,-9.768232354879e+00  ,-1.193478234460e+01  ,-2.167543909697e+00  ,-2.166549989722e+00  
  2.304092976056e+05  ,-7.422379328829e+00  ,-9.589999681045e+00  ,-9.809658633748e+00  ,-1.197628492233e+01  ,-2.167620352216e+00  ,-2.166626288580e+00  
  2.317394649968e+05  ,-7.448713944257e+00  ,-9.616411492516e+00  ,-9.849605482782e+00  ,-1.201630882205e+01  ,-2.167697548259e+00  ,-2.166703339268e+00  
  2.330773115283e+05  ,-7.475554493904e+00  ,-9.643329997668e+00  ,-9.888027996439e+00  ,-1.205480914453e+01  ,-2.167775503764e+00  ,-2.166781148096e+00  
  2.344228815320e+05  ,-7.502873960723e+00  ,-9.670728185702e+00  ,-9.924884452429e+00  ,-1.209174417304e+01  ,-2.167854224979e+00  ,-2.166859720606e+00  
  2.357762195961e+05  ,-7.530644541063e+00  ,-9.698578258978e+00  ,-9.960136342060e+00  ,-1.212707540532e+01  ,-2.167933717915e+00  ,-2.166939063257e+00  
  2.371373705662e+05  ,-7.558837666856e+00  ,-9.726851655177e+00  ,-9.993748394300e+00  ,-1.216076757612e+01  ,-2.168013988321e+00  ,-2.167019181821e+00  
  2.385063795465e+05  ,-7.587424025958e+00  ,-9.755519068515e+00  ,-1.002568859258e+01  ,-1.219278867499e+01  ,-2.168095042556e+00  ,-2.167100082409e+00  
