  Frequency            , DB(V(N00099)-V(N00103)), DB(V(N00115)-V(N00119)), DB(V(N00107)-V(N00111)), DB(V(N00123)-V(N00131)), DB((V(N00115)-V(N00119))/(V(N00099)-V(N00103))), DB((V(N00123)-V(N00131))/(V(N00107)-V(N00111)))
  6.165950018615e+05  ,-7.224277708434e+00  ,-9.420108696312e+00  ,-7.619530861976e+00  ,-9.814294468275e+00  ,-2.195830987877e+00  ,-2.194763606298e+00  
  6.201546436538e+05  ,-7.219650668654e+00  ,-9.415740688697e+00  ,-7.627312533165e+00  ,-9.822334232243e+00  ,-2.196090020043e+00  ,-2.195021699078e+00  
  6.237348354824e+05  ,-7.215284635379e+00  ,-9.411634461043e+00  ,-7.635221642647e+00  ,-9.830502198171e+00  ,-2.196349825664e+00  ,-2.195280555524e+00  
  6.273356959840e+05  ,-7.211175307295e+00  ,-9.407785697575e+00  ,-7.643248542790e+00  ,-9.838788703717e+00  ,-2.196610390280e+00  ,-2.195540160927e+00  
  6.309573444802e+05  ,-7.207318324074e+00  ,-9.404190023792e+00  ,-7.651383757543e+00  ,-9.847184258580e+00  ,-2.196871699719e+00  ,-2.195800501037e+00  
  6.345999009813e+05  ,-7.203709270666e+00  ,-9.400843009812e+00  ,-7.659617985264e+00  ,-9.855679546292e+00  ,-2.197133739145e+00  ,-2.196061561028e+00  
  6.382634861906e+05  ,-7.200343683867e+00  ,-9.397740177543e+00  ,-7.667942101427e+00  ,-9.864265427194e+00  ,-2.197396493676e+00  ,-2.196323325767e+00  
  6.419482215080e+05  ,-7.197217055397e+00  ,-9.394877003703e+00  ,-7.676347160654e+00  ,-9.872932940960e+00  ,-2.197659948305e+00  ,-2.196585780306e+00  
  6.456542290347e+05  ,-7.194324836134e+00  ,-9.392248923884e+00  ,-7.684824399389e+00  ,-9.881673308467e+00  ,-2.197924087750e+00  ,-2.196848909077e+00  
  6.493816315762e+05  ,-7.191662443511e+00  ,-9.389851340154e+00  ,-7.693365237532e+00  ,-9.890477934236e+00  ,-2.198188896643e+00  ,-2.197112696704e+00  
  6.531305526475e+05  ,-7.189225262551e+00  ,-9.387679621798e+00  ,-7.701961279614e+00  ,-9.899338407008e+00  ,-2.198454359247e+00  ,-2.197377127394e+00  
  6.569011164763e+05  ,-7.187008651698e+00  ,-9.385729111561e+00  ,-7.710604316593e+00  ,-9.908246501793e+00  ,-2.198720459864e+00  ,-2.197642185200e+00  
  6.606934480076e+05  ,-7.185007945437e+00  ,-9.383995127974e+00  ,-7.719286326527e+00  ,-9.917194180757e+00  ,-2.198987182537e+00  ,-2.197907854229e+00  
  6.645076729078e+05  ,-7.183218459739e+00  ,-9.382472970800e+00  ,-7.727999475448e+00  ,-9.926173593536e+00  ,-2.199254511062e+00  ,-2.198174118087e+00  
  6.683439175686e+05  ,-7.181635494947e+00  ,-9.381157924145e+00  ,-7.736736117662e+00  ,-9.935177078012e+00  ,-2.199522429197e+00  ,-2.198440960350e+00  
  6.722023091116e+05  ,-7.180254338811e+00  ,-9.380045259200e+00  ,-7.745488796572e+00  ,-9.944197160974e+00  ,-2.199790920388e+00  ,-2.198708364401e+00  
  6.760829753920e+05  ,-7.179070271268e+00  ,-9.379130239296e+00  ,-7.754250244156e+00  ,-9.953226557651e+00  ,-2.200059968027e+00  ,-2.198976313495e+00  
  6.799860450033e+05  ,-7.178078565822e+00  ,-9.378408121045e+00  ,-7.763013381174e+00  ,-9.962258171905e+00  ,-2.200329555223e+00  ,-2.199244790731e+00  
  6.839116472814e+05  ,-7.177274493759e+00  ,-9.377874158890e+00  ,-7.771771317371e+00  ,-9.971285096397e+00  ,-2.200599665131e+00  ,-2.199513779026e+00  
  6.878599123088e+05  ,-7.176653327629e+00  ,-9.377523608297e+00  ,-7.780517349740e+00  ,-9.980300610828e+00  ,-2.200870280668e+00  ,-2.199783261088e+00  
  6.918309709189e+05  ,-7.176210342230e+00  ,-9.377351726543e+00  ,-7.789244962843e+00  ,-9.989298182525e+00  ,-2.201141384312e+00  ,-2.200053219682e+00  
  6.958249547006e+05  ,-7.175940819620e+00  ,-9.377353778598e+00  ,-7.797947828283e+00  ,-9.998271465373e+00  ,-2.201412958977e+00  ,-2.200323637090e+00  
  6.998419960023e+05  ,-7.175840049817e+00  ,-9.377525036563e+00  ,-7.806619802502e+00  ,-1.000721429815e+01  ,-2.201684986746e+00  ,-2.200594495652e+00  
  7.038822279365e+05  ,-7.175903334151e+00  ,-9.377860784355e+00  ,-7.815254927092e+00  ,-1.001612070460e+01  ,-2.201957450203e+00  ,-2.200865777513e+00  
  7.079457843842e+05  ,-7.176125988616e+00  ,-9.378356319914e+00  ,-7.823847426522e+00  ,-1.002498489145e+01  ,-2.202230331297e+00  ,-2.201137464933e+00  
  7.120327999992e+05  ,-7.176503342830e+00  ,-9.379006955269e+00  ,-7.832391707074e+00  ,-1.003380124675e+01  ,-2.202503612440e+00  ,-2.201409539672e+00  
  7.161434102129e+05  ,-7.177030745966e+00  ,-9.379808021051e+00  ,-7.840882356183e+00  ,-1.004256433975e+01  ,-2.202777275085e+00  ,-2.201681983566e+00  
  7.202777512384e+05  ,-7.177703566419e+00  ,-9.380754867816e+00  ,-7.849314139412e+00  ,-1.005126891761e+01  ,-2.203051301398e+00  ,-2.201954778202e+00  
  7.244359600750e+05  ,-7.178517194751e+00  ,-9.381842867416e+00  ,-7.857681999893e+00  ,-1.005990990489e+01  ,-2.203325672665e+00  ,-2.202227904994e+00  
  7.286181745132e+05  ,-7.179467044633e+00  ,-9.383067415224e+00  ,-7.865981056086e+00  ,-1.006848240175e+01  ,-2.203600370591e+00  ,-2.202501345660e+00  
  7.328245331389e+05  ,-7.180548555773e+00  ,-9.384423932654e+00  ,-7.874206600141e+00  ,-1.007698168145e+01  ,-2.203875376880e+00  ,-2.202775081307e+00  
  7.370551753379e+05  ,-7.181757193651e+00  ,-9.385907866116e+00  ,-7.882354095737e+00  ,-1.008540318891e+01  ,-2.204150672466e+00  ,-2.203049093168e+00  
  7.413102413009e+05  ,-7.183088453219e+00  ,-9.387514692019e+00  ,-7.890419176239e+00  ,-1.009374253861e+01  ,-2.204426238800e+00  ,-2.203323362370e+00  
  7.455898720278e+05  ,-7.184537859225e+00  ,-9.389239916179e+00  ,-7.898397642741e+00  ,-1.010199551264e+01  ,-2.204702056954e+00  ,-2.203597869896e+00  
  7.498942093325e+05  ,-7.186100966603e+00  ,-9.391079074531e+00  ,-7.906285461701e+00  ,-1.011015805833e+01  ,-2.204978107928e+00  ,-2.203872596625e+00  
  7.542233958476e+05  ,-7.187773363497e+00  ,-9.393027736257e+00  ,-7.914078762540e+00  ,-1.011822628595e+01  ,-2.205254372760e+00  ,-2.204147523409e+00  
  7.585775750292e+05  ,-7.189550671457e+00  ,-9.395081503715e+00  ,-7.921773835892e+00  ,-1.012619646677e+01  ,-2.205530832258e+00  ,-2.204422630877e+00  
  7.629568911615e+05  ,-7.191428546257e+00  ,-9.397236013544e+00  ,-7.929367131438e+00  ,-1.013406503120e+01  ,-2.205807467287e+00  ,-2.204697899766e+00  
  7.673614893618e+05  ,-7.193402680567e+00  ,-9.399486939057e+00  ,-7.936855254388e+00  ,-1.014182856500e+01  ,-2.206084258491e+00  ,-2.204973310608e+00  
  7.717915155850e+05  ,-7.195468801593e+00  ,-9.401829987954e+00  ,-7.944234965119e+00  ,-1.014948380910e+01  ,-2.206361186361e+00  ,-2.205248843977e+00  
  7.762471166287e+05  ,-7.197622675474e+00  ,-9.404260907247e+00  ,-7.951503174349e+00  ,-1.015702765452e+01  ,-2.206638231773e+00  ,-2.205524480171e+00  
  7.807284401379e+05  ,-7.199860106079e+00  ,-9.406775481063e+00  ,-7.958656942660e+00  ,-1.016445714221e+01  ,-2.206915374983e+00  ,-2.205800199553e+00  
  7.852356346101e+05  ,-7.202176936256e+00  ,-9.409369532993e+00  ,-7.965693477277e+00  ,-1.017176945996e+01  ,-2.207192596737e+00  ,-2.206075982681e+00  
  7.897688493999e+05  ,-7.204569048322e+00  ,-9.412038925253e+00  ,-7.972610130066e+00  ,-1.017896193940e+01  ,-2.207469876931e+00  ,-2.206351809335e+00  
  7.943282347243e+05  ,-7.207032364028e+00  ,-9.414779560557e+00  ,-7.979404393674e+00  ,-1.018603205400e+01  ,-2.207747196529e+00  ,-2.206627660326e+00  
  7.989139416674e+05  ,-7.209562846965e+00  ,-9.417587382413e+00  ,-7.986073900580e+00  ,-1.019297741590e+01  ,-2.208024535447e+00  ,-2.206903515324e+00  
  8.035261221856e+05  ,-7.212156501316e+00  ,-9.420458375459e+00  ,-7.992616419897e+00  ,-1.019979577468e+01  ,-2.208301874144e+00  ,-2.207179354786e+00  
  8.081649291126e+05  ,-7.214809372004e+00  ,-9.423388564681e+00  ,-7.999029854942e+00  ,-1.020648501350e+01  ,-2.208579192678e+00  ,-2.207455158558e+00  
  8.128305161641e+05  ,-7.217517547235e+00  ,-9.426374018694e+00  ,-8.005312240408e+00  ,-1.021304314712e+01  ,-2.208856471459e+00  ,-2.207730906714e+00  
  8.175230379437e+05  ,-7.220277156499e+00  ,-9.429410847218e+00  ,-8.011461740302e+00  ,-1.021946831977e+01  ,-2.209133690719e+00  ,-2.208006579464e+00  
  8.222426499471e+05  ,-7.223084371262e+00  ,-9.432495201620e+00  ,-8.017476645077e+00  ,-1.022575880170e+01  ,-2.209410830358e+00  ,-2.208282156627e+00  
  8.269895085679e+05  ,-7.225935406930e+00  ,-9.435623277721e+00  ,-8.023355369013e+00  ,-1.023191298738e+01  ,-2.209687870791e+00  ,-2.208557618367e+00  
  8.317637711027e+05  ,-7.228826520501e+00  ,-9.438791312532e+00  ,-8.029096448094e+00  ,-1.023792939283e+01  ,-2.209964792030e+00  ,-2.208832944739e+00  
  8.365655957558e+05  ,-7.231754012784e+00  ,-9.441995587161e+00  ,-8.034698536958e+00  ,-1.024380665242e+01  ,-2.210241574377e+00  ,-2.209108115459e+00  
  8.413951416452e+05  ,-7.234714226613e+00  ,-9.445232424474e+00  ,-8.040160406646e+00  ,-1.024954351736e+01  ,-2.210518197861e+00  ,-2.209383110715e+00  
  8.462525688073e+05  ,-7.237703548652e+00  ,-9.448498191290e+00  ,-8.045480942085e+00  ,-1.025513885253e+01  ,-2.210794642638e+00  ,-2.209657910444e+00  
  8.511380382024e+05  ,-7.240718408403e+00  ,-9.451789297395e+00  ,-8.050659139628e+00  ,-1.026059163436e+01  ,-2.211070888992e+00  ,-2.209932494736e+00  
  8.560517117201e+05  ,-7.243755278142e+00  ,-9.455102195066e+00  ,-8.055694103995e+00  ,-1.026590094727e+01  ,-2.211346916924e+00  ,-2.210206843274e+00  
  8.609937521846e+05  ,-7.246810673697e+00  ,-9.458433380574e+00  ,-8.060585046620e+00  ,-1.027106598316e+01  ,-2.211622706877e+00  ,-2.210480936545e+00  
  8.659643233601e+05  ,-7.249881153321e+00  ,-9.461779392160e+00  ,-8.065331282498e+00  ,-1.027608603692e+01  ,-2.211898238840e+00  ,-2.210754754425e+00  
  8.709635899561e+05  ,-7.252963317636e+00  ,-9.465136810811e+00  ,-8.069932228192e+00  ,-1.028096050505e+01  ,-2.212173493175e+00  ,-2.211028276857e+00  
  8.759917176331e+05  ,-7.256053810440e+00  ,-9.468502260765e+00  ,-8.074387398943e+00  ,-1.028568888302e+01  ,-2.212448450326e+00  ,-2.211301484076e+00  
  8.810488730080e+05  ,-7.259149318157e+00  ,-9.471872408540e+00  ,-8.078696406655e+00  ,-1.029027076299e+01  ,-2.212723090383e+00  ,-2.211574356334e+00  
  8.861352236595e+05  ,-7.262246569102e+00  ,-9.475243962894e+00  ,-8.082858956940e+00  ,-1.029470583070e+01  ,-2.212997393792e+00  ,-2.211846873758e+00  
  8.912509381338e+05  ,-7.265342333871e+00  ,-9.478613675033e+00  ,-8.086874847529e+00  ,-1.029899386396e+01  ,-2.213271341161e+00  ,-2.212119016426e+00  
  8.963961859500e+05  ,-7.268433424497e+00  ,-9.481978337298e+00  ,-8.090743964961e+00  ,-1.030313472990e+01  ,-2.213544912801e+00  ,-2.212390764943e+00  
  9.015711376060e+05  ,-7.271516695157e+00  ,-9.485334784404e+00  ,-8.094466283045e+00  ,-1.030712838249e+01  ,-2.213818089247e+00  ,-2.212662099445e+00  
  9.067759645839e+05  ,-7.274589040500e+00  ,-9.488679891696e+00  ,-8.098041859813e+00  ,-1.031097486014e+01  ,-2.214090851196e+00  ,-2.212933000323e+00  
  9.120108393559e+05  ,-7.277647398135e+00  ,-9.492010577301e+00  ,-8.101470835892e+00  ,-1.031467428407e+01  ,-2.214363179166e+00  ,-2.213203448177e+00  
  9.172759353898e+05  ,-7.280688743929e+00  ,-9.495323797974e+00  ,-8.104753431527e+00  ,-1.031822685514e+01  ,-2.214635054045e+00  ,-2.213473423609e+00  
  9.225714271548e+05  ,-7.283710096005e+00  ,-9.498616552658e+00  ,-8.107889945096e+00  ,-1.032163285218e+01  ,-2.214906456653e+00  ,-2.213742907085e+00  
  9.278974901274e+05  ,-7.286708512361e+00  ,-9.501885880081e+00  ,-8.110880749923e+00  ,-1.032489262934e+01  ,-2.215177367720e+00  ,-2.214011879417e+00  
  9.332543007970e+05  ,-7.289681090579e+00  ,-9.505128859038e+00  ,-8.113726292682e+00  ,-1.032800661403e+01  ,-2.215447768459e+00  ,-2.214280321345e+00  
  9.386420366722e+05  ,-7.292624967806e+00  ,-9.508342607396e+00  ,-8.116427091490e+00  ,-1.033097530510e+01  ,-2.215717639590e+00  ,-2.214548213613e+00  
  9.440608762859e+05  ,-7.295537320791e+00  ,-9.511524283324e+00  ,-8.118983732813e+00  ,-1.033379927023e+01  ,-2.215986962533e+00  ,-2.214815537419e+00  
  9.495109992022e+05  ,-7.298415365473e+00  ,-9.514671084064e+00  ,-8.121396870132e+00  ,-1.033647914385e+01  ,-2.216255718591e+00  ,-2.215082273717e+00  
  9.549925860215e+05  ,-7.301256355789e+00  ,-9.517780244662e+00  ,-8.123667221181e+00  ,-1.033901562467e+01  ,-2.216523888873e+00  ,-2.215348403493e+00  
  9.605058183868e+05  ,-7.304057584829e+00  ,-9.520849039910e+00  ,-8.125795566736e+00  ,-1.034140947503e+01  ,-2.216791455081e+00  ,-2.215613908293e+00  
  9.660508789898e+05  ,-7.306816382781e+00  ,-9.523874781557e+00  ,-8.127782747553e+00  ,-1.034366151681e+01  ,-2.217058398777e+00  ,-2.215878769256e+00  
  9.716279515771e+05  ,-7.309530119377e+00  ,-9.526854820708e+00  ,-8.129629662805e+00  ,-1.034577263080e+01  ,-2.217324701331e+00  ,-2.216142967994e+00  
  9.772372209558e+05  ,-7.312196200021e+00  ,-9.529786544889e+00  ,-8.131337268249e+00  ,-1.034774375427e+01  ,-2.217590344867e+00  ,-2.216406486025e+00  
  9.828788730001e+05  ,-7.314812068430e+00  ,-9.532667379528e+00  ,-8.132906573987e+00  ,-1.034957587886e+01  ,-2.217855311098e+00  ,-2.216669304874e+00  
  9.885530946570e+05  ,-7.317375204951e+00  ,-9.535494787081e+00  ,-8.134338642365e+00  ,-1.035127004911e+01  ,-2.218119582131e+00  ,-2.216931406741e+00  
  9.942600739530e+05  ,-7.319883127244e+00  ,-9.538266267333e+00  ,-8.135634586673e+00  ,-1.035282736003e+01  ,-2.218383140090e+00  ,-2.217192773353e+00  
  1.000000000000e+06  ,-7.322333389241e+00  ,-9.540979356768e+00  ,-8.136795568371e+00  ,-1.035424895513e+01  ,-2.218645967526e+00  ,-2.217453386761e+00  
  1.005773063002e+06  ,-7.324723581444e+00  ,-9.543631627874e+00  ,-8.137822795817e+00  ,-1.035553602516e+01  ,-2.218908046430e+00  ,-2.217713229347e+00  
  1.011579454260e+06  ,-7.327051330226e+00  ,-9.546220689833e+00  ,-8.138717522380e+00  ,-1.035668980559e+01  ,-2.219169359607e+00  ,-2.217972283215e+00  
  1.017419366181e+06  ,-7.329314298326e+00  ,-9.548744188070e+00  ,-8.139481044332e+00  ,-1.035771157532e+01  ,-2.219429889744e+00  ,-2.218230530991e+00  
  1.023292992281e+06  ,-7.331510185005e+00  ,-9.551199804591e+00  ,-8.140114699430e+00  ,-1.035860265459e+01  ,-2.219689619586e+00  ,-2.218487955159e+00  
  1.029200527194e+06  ,-7.333636724580e+00  ,-9.553585256854e+00  ,-8.140619864876e+00  ,-1.035936440356e+01  ,-2.219948532274e+00  ,-2.218744538687e+00  
  1.035142166679e+06  ,-7.335691687894e+00  ,-9.555898298688e+00  ,-8.140997955711e+00  ,-1.035999822006e+01  ,-2.220206610794e+00  ,-2.219000264344e+00  
  1.041118107623e+06  ,-7.337672881144e+00  ,-9.558136719632e+00  ,-8.141250422917e+00  ,-1.036050553817e+01  ,-2.220463838488e+00  ,-2.219255115257e+00  
  1.047128548051e+06  ,-7.339578147102e+00  ,-9.560298345955e+00  ,-8.141378752330e+00  ,-1.036088782681e+01  ,-2.220720198852e+00  ,-2.219509074485e+00  
  1.053173687130e+06  ,-7.341405364330e+00  ,-9.562381039721e+00  ,-8.141384462316e+00  ,-1.036114658802e+01  ,-2.220975675391e+00  ,-2.219762125704e+00  
  1.059253725177e+06  ,-7.343152447015e+00  ,-9.564382699028e+00  ,-8.141269102393e+00  ,-1.036128335457e+01  ,-2.221230252013e+00  ,-2.220014252174e+00  
  1.065368863668e+06  ,-7.344817346040e+00  ,-9.566301258499e+00  ,-8.141034251814e+00  ,-1.036129968951e+01  ,-2.221483912459e+00  ,-2.220265437695e+00  
  1.071519305238e+06  ,-7.346398049571e+00  ,-9.568134690417e+00  ,-8.140681517948e+00  ,-1.036119718392e+01  ,-2.221736640846e+00  ,-2.220515665974e+00  
  1.077705253694e+06  ,-7.347892580221e+00  ,-9.569881001619e+00  ,-8.140212534661e+00  ,-1.036097745579e+01  ,-2.221988421398e+00  ,-2.220764921131e+00  
  1.083926914021e+06  ,-7.349299001068e+00  ,-9.571538239756e+00  ,-8.139628960746e+00  ,-1.036064214819e+01  ,-2.222239238688e+00  ,-2.221013187442e+00  
  1.090184492385e+06  ,-7.350615409660e+00  ,-9.573104486792e+00  ,-8.138932478705e+00  ,-1.036019292775e+01  ,-2.222489077132e+00  ,-2.221260449047e+00  
  1.096478196143e+06  ,-7.351839943175e+00  ,-9.574577864710e+00  ,-8.138124793121e+00  ,-1.035963148378e+01  ,-2.222737921534e+00  ,-2.221506690656e+00  
  1.102808233850e+06  ,-7.352970777555e+00  ,-9.575956534457e+00  ,-8.137207629659e+00  ,-1.035895952654e+01  ,-2.222985756901e+00  ,-2.221751896877e+00  
  1.109174815262e+06  ,-7.354006126644e+00  ,-9.577238694985e+00  ,-8.136182732886e+00  ,-1.035817878531e+01  ,-2.223232568341e+00  ,-2.221996052423e+00  
  1.115578151351e+06  ,-7.354944245153e+00  ,-9.578422586162e+00  ,-8.135051865528e+00  ,-1.035729100804e+01  ,-2.223478341009e+00  ,-2.222239142516e+00  
  1.122018454302e+06  ,-7.355783427681e+00  ,-9.579506488174e+00  ,-8.133816806910e+00  ,-1.035629795942e+01  ,-2.223723060494e+00  ,-2.222481152513e+00  
  1.128495937528e+06  ,-7.356522011116e+00  ,-9.580488723538e+00  ,-8.132479352012e+00  ,-1.035520141942e+01  ,-2.223966712422e+00  ,-2.222722067403e+00  
  1.135010815672e+06  ,-7.357158374045e+00  ,-9.581367656535e+00  ,-8.131041309959e+00  ,-1.035400318314e+01  ,-2.224209282490e+00  ,-2.222961873181e+00  
  1.141563304619e+06  ,-7.357690938660e+00  ,-9.582141695615e+00  ,-8.129504502594e+00  ,-1.035270505799e+01  ,-2.224450756955e+00  ,-2.223200555392e+00  
  1.148153621497e+06  ,-7.358118172081e+00  ,-9.582809293862e+00  ,-8.127870763340e+00  ,-1.035130886331e+01  ,-2.224691121781e+00  ,-2.223438099966e+00  
  1.154781984689e+06  ,-7.358438586797e+00  ,-9.583368950315e+00  ,-8.126141936733e+00  ,-1.034981642986e+01  ,-2.224930363518e+00  ,-2.223674493130e+00  
  1.161448613840e+06  ,-7.358650742655e+00  ,-9.583819211300e+00  ,-8.124319875753e+00  ,-1.034822959698e+01  ,-2.225168468645e+00  ,-2.223909721226e+00  
  1.168153729861e+06  ,-7.358753248966e+00  ,-9.584158672918e+00  ,-8.122406442616e+00  ,-1.034655021334e+01  ,-2.225405423952e+00  ,-2.224143770720e+00  
  1.174897554940e+06  ,-7.358744762957e+00  ,-9.584385979397e+00  ,-8.120403505885e+00  ,-1.034478013406e+01  ,-2.225641216441e+00  ,-2.224376628176e+00  
  1.181680312545e+06  ,-7.358623996647e+00  ,-9.584499829834e+00  ,-8.118312940682e+00  ,-1.034292122121e+01  ,-2.225875833187e+00  ,-2.224608280524e+00  
  1.188502227437e+06  ,-7.358389714279e+00  ,-9.584498975837e+00  ,-8.116136627150e+00  ,-1.034097534222e+01  ,-2.226109261558e+00  ,-2.224838715070e+00  
  1.195363525674e+06  ,-7.358040736492e+00  ,-9.584382225528e+00  ,-8.113876449033e+00  ,-1.033894436781e+01  ,-2.226341489036e+00  ,-2.225067918774e+00  
  1.202264434617e+06  ,-7.357575940430e+00  ,-9.584148443770e+00  ,-8.111534293356e+00  ,-1.033683017255e+01  ,-2.226572503340e+00  ,-2.225295879191e+00  
  1.209205182943e+06  ,-7.356994265659e+00  ,-9.583796558042e+00  ,-8.109112049783e+00  ,-1.033463463382e+01  ,-2.226802292383e+00  ,-2.225522584039e+00  
  1.216186000646e+06  ,-7.356294712611e+00  ,-9.583325556931e+00  ,-8.106611608319e+00  ,-1.033235962936e+01  ,-2.227030844320e+00  ,-2.225748021041e+00  
  1.223207119050e+06  ,-7.355476347208e+00  ,-9.582734494462e+00  ,-8.104034859248e+00  ,-1.033000703748e+01  ,-2.227258147253e+00  ,-2.225972178231e+00  
  1.230268770812e+06  ,-7.354538303153e+00  ,-9.582022493036e+00  ,-8.101383692756e+00  ,-1.032757873662e+01  ,-2.227484189883e+00  ,-2.226195043865e+00  
  1.237371189935e+06  ,-7.353479785369e+00  ,-9.581188746233e+00  ,-8.098659996840e+00  ,-1.032507660315e+01  ,-2.227708960864e+00  ,-2.226416606312e+00  
  1.244514611771e+06  ,-7.352300071899e+00  ,-9.580232520803e+00  ,-8.095865658047e+00  ,-1.032250251232e+01  ,-2.227932448904e+00  ,-2.226636854268e+00  
  1.251699273032e+06  ,-7.350998517725e+00  ,-9.579153160870e+00  ,-8.093002558666e+00  ,-1.031985833497e+01  ,-2.228154643145e+00  ,-2.226855776301e+00  
  1.258925411794e+06  ,-7.349574558596e+00  ,-9.577950091433e+00  ,-8.090072577960e+00  ,-1.031714593943e+01  ,-2.228375532837e+00  ,-2.227073361468e+00  
  1.266193267511e+06  ,-7.348027714237e+00  ,-9.576622821731e+00  ,-8.087077590083e+00  ,-1.031436718930e+01  ,-2.228595107494e+00  ,-2.227289599217e+00  
  1.273503081017e+06  ,-7.346357590679e+00  ,-9.575170947286e+00  ,-8.084019463850e+00  ,-1.031152394243e+01  ,-2.228813356607e+00  ,-2.227504478577e+00  
  1.280855094536e+06  ,-7.344563887137e+00  ,-9.573594157225e+00  ,-8.080900061483e+00  ,-1.030861805066e+01  ,-2.229030270088e+00  ,-2.227717989177e+00  
  1.288249551693e+06  ,-7.342646397371e+00  ,-9.571892235233e+00  ,-8.077721239051e+00  ,-1.030565135989e+01  ,-2.229245837862e+00  ,-2.227930120836e+00  
  1.295686697517e+06  ,-7.340605015767e+00  ,-9.570065066165e+00  ,-8.074484844867e+00  ,-1.030262570830e+01  ,-2.229460050398e+00  ,-2.228140863431e+00  
  1.303166778452e+06  ,-7.338439740785e+00  ,-9.568112638521e+00  ,-8.071192719038e+00  ,-1.029954292606e+01  ,-2.229672897736e+00  ,-2.228350207019e+00  
  1.310690042366e+06  ,-7.336150679571e+00  ,-9.566035050257e+00  ,-8.067846692682e+00  ,-1.029640483465e+01  ,-2.229884370686e+00  ,-2.228558141967e+00  
  1.318256738556e+06  ,-7.333738052699e+00  ,-9.563832512666e+00  ,-8.064448587633e+00  ,-1.029321324635e+01  ,-2.230094459967e+00  ,-2.228764658714e+00  
  1.325867117761e+06  ,-7.331202201136e+00  ,-9.561505357526e+00  ,-8.061000216105e+00  ,-1.028996996414e+01  ,-2.230303156390e+00  ,-2.228969748036e+00  
  1.333521432163e+06  ,-7.328543587685e+00  ,-9.559054039047e+00  ,-8.057503379501e+00  ,-1.028667678013e+01  ,-2.230510451362e+00  ,-2.229173400628e+00  
  1.341219935405e+06  ,-7.325762806048e+00  ,-9.556479141994e+00  ,-8.053959868233e+00  ,-1.028333547595e+01  ,-2.230716335946e+00  ,-2.229375607713e+00  
  1.348962882592e+06  ,-7.322860583244e+00  ,-9.553781385189e+00  ,-8.050371461174e+00  ,-1.027994782159e+01  ,-2.230920801945e+00  ,-2.229576360414e+00  
  1.356750530300e+06  ,-7.319837787484e+00  ,-9.550961628116e+00  ,-8.046739925081e+00  ,-1.027651557525e+01  ,-2.231123840633e+00  ,-2.229775650172e+00  
  1.364583136589e+06  ,-7.316695432618e+00  ,-9.548020876781e+00  ,-8.043067013952e+00  ,-1.027304048240e+01  ,-2.231325444163e+00  ,-2.229973468449e+00  
  1.372460961008e+06  ,-7.313434683959e+00  ,-9.544960288632e+00  ,-8.039354469326e+00  ,-1.026952427668e+01  ,-2.231525604673e+00  ,-2.230169807356e+00  
  1.380384264603e+06  ,-7.310056864475e+00  ,-9.541781178663e+00  ,-8.035604018658e+00  ,-1.026596867705e+01  ,-2.231724314188e+00  ,-2.230364658393e+00  
  1.388353309929e+06  ,-7.306563462211e+00  ,-9.538485027355e+00  ,-8.031817376187e+00  ,-1.026237539008e+01  ,-2.231921565144e+00  ,-2.230558013889e+00  
  1.396368361056e+06  ,-7.302956132753e+00  ,-9.535073482821e+00  ,-8.027996241328e+00  ,-1.025874610756e+01  ,-2.232117350067e+00  ,-2.230749866228e+00  
  1.404429683578e+06  ,-7.299236708943e+00  ,-9.531548370740e+00  ,-8.024142298847e+00  ,-1.025508250666e+01  ,-2.232311661796e+00  ,-2.230940207810e+00  
  1.412537544623e+06  ,-7.295407205684e+00  ,-9.527911698991e+00  ,-8.020257219202e+00  ,-1.025138625030e+01  ,-2.232504493307e+00  ,-2.231129031094e+00  
  1.420692212860e+06  ,-7.291469824750e+00  ,-9.524165662373e+00  ,-8.016342656634e+00  ,-1.024765898571e+01  ,-2.232695837622e+00  ,-2.231316329078e+00  
  1.428893958511e+06  ,-7.287426962447e+00  ,-9.520312650318e+00  ,-8.012400250089e+00  ,-1.024390234480e+01  ,-2.232885687871e+00  ,-2.231502094714e+00  
  1.437143053356e+06  ,-7.283281215843e+00  ,-9.516355253559e+00  ,-8.008431622467e+00  ,-1.024011794357e+01  ,-2.233074037716e+00  ,-2.231686321107e+00  
  1.445439770746e+06  ,-7.279035385866e+00  ,-9.512296266481e+00  ,-8.004438380343e+00  ,-1.023630738201e+01  ,-2.233260880615e+00  ,-2.231869001672e+00  
  1.453784385608e+06  ,-7.274692485611e+00  ,-9.508138695735e+00  ,-8.000422113430e+00  ,-1.023247224302e+01  ,-2.233446210123e+00  ,-2.232050129595e+00  
  1.462177174457e+06  ,-7.270255745122e+00  ,-9.503885765727e+00  ,-7.996384395031e+00  ,-1.022861409389e+01  ,-2.233630020605e+00  ,-2.232229698862e+00  
  1.470618415405e+06  ,-7.265728614685e+00  ,-9.499540920443e+00  ,-7.992326780935e+00  ,-1.022473448397e+01  ,-2.233812305758e+00  ,-2.232407703036e+00  
  1.479108388168e+06  ,-7.261114772141e+00  ,-9.495107831979e+00  ,-7.988250809688e+00  ,-1.022083494578e+01  ,-2.233993059839e+00  ,-2.232584136092e+00  
  1.487647374080e+06  ,-7.256418124721e+00  ,-9.490590402095e+00  ,-7.984158002169e+00  ,-1.021691699438e+01  ,-2.234172277374e+00  ,-2.232758992208e+00  
