Frequency_Hz,OUT_Vpk,OUT_Vpp_50ohm,OUT_rel_dB,OUT_Phase_deg,OP_OUT_Vpk,PIN_Vpk,NIN_Vpk
8743125,0.7963212,1.5926424,-0.0271936829947,-9.4625009,1.5933688,0.1723271,0.17217733
8912509,0.7961844,1.5923688,-0.0286859599517,-9.645139,1.5930864,0.17233119,0.17218678
9085176,0.79604253,1.59208506,-0.0302338136439,-9.8312654,1.592794,0.17233545,0.1721966
9261187,0.79589541,1.59179082,-0.0318392381458,-10.020947,1.5924908,0.17233986,0.1722068
9440609,0.7957429,1.5914858,-0.0335037934967,-10.214249,1.5921768,0.17234444,0.17221742
9623506,0.7955848,1.5911696,-0.0352296971635,-10.411241,1.5918514,0.1723492,0.17222847
9809947,0.79542094,1.59084188,-0.0370188420363,-10.611992,1.5915144,0.17235415,0.17223995
10000000,0.79525107,1.59050214,-0.0388739976801,-10.816572,1.5911651,0.17235928,0.1722519
10193735,0.79507494,1.59014988,-0.0407979374743,-11.025056,1.5908035,0.1723646,0.17226432
10391223,0.79489245,1.5897849,-0.0427917997598,-11.237513,1.5904288,0.17237014,0.17227725
10592537,0.79470338,1.58940676,-0.0448580371399,-11.454021,1.5900408,0.17237588,0.17229069
10797752,0.79450737,1.58901474,-0.047000636838,-11.674656,1.589639,0.17238184,0.17230466
11006942,0.79430429,1.58860858,-0.0492210768332,-11.899495,1.5892229,0.17238803,0.17231921
11220185,0.79409381,1.58818762,-0.0515230262773,-12.128618,1.5887921,0.17239445,0.17233433
11437559,0.79387574,1.58775148,-0.0539086286528,-12.362105,1.588346,0.17240111,0.17235006
11659144,0.79364985,1.5872997,-0.056380469908,-12.600039,1.5878841,0.17240802,0.17236643
11885022,0.79341577,1.58683154,-0.0589426740609,-12.842501,1.5874059,0.1724152,0.17238345
12115277,0.79317324,1.58634648,-0.0615981681013,-13.08958,1.586911,0.17242264,0.17240114
12349992,0.79292206,1.58584412,-0.0643492282394,-13.341361,1.5863985,0.17243036,0.17241955
12589254,0.7926618,1.5853236,-0.0672006569333,-13.597933,1.5858681,0.17243837,0.17243868
12833152,0.79239222,1.58478444,-0.0701551835572,-13.859385,1.5853192,0.17244666,0.17245857
13081775,0.79211295,1.5842259,-0.0732169702529,-14.125811,1.5847509,0.17245527,0.17247926
13335214,0.79182372,1.58364744,-0.0763890918857,-14.397302,1.5841629,0.17246421,0.17250075
13593564,0.7915241,1.5830482,-0.0796763876416,-14.673957,1.5835541,0.17247345,0.1725231
13856919,0.79121379,1.58242758,-0.0830822812708,-14.955869,1.5829243,0.17248305,0.17254633
14125375,0.79089238,1.58178476,-0.0866114146247,-15.243141,1.5822724,0.17249298,0.17257046
14399033,0.79055947,1.58111894,-0.0902683322376,-15.535871,1.5815979,0.17250328,0.17259553
14677993,0.79021468,1.58042936,-0.0940573718494,-15.834162,1.5808998,0.17251395,0.17262157
14962357,0.78985764,1.57971528,-0.0979827745666,-16.13812,1.5801773,0.172525,0.17264862
15252230,0.78948782,1.57897564,-0.102050555614,-16.447852,1.5794299,0.17253644,0.17267671
15547718,0.78910476,1.57820952,-0.10626597762,-16.763467,1.5786563,0.17254829,0.17270586
15848932,0.78870809,1.57741618,-0.110633329445,-17.085073,1.5778559,0.17256054,0.17273612
16155981,0.78829725,1.5765945,-0.115159009719,-17.412784,1.5770275,0.17257324,0.17276752
16468979,0.78787174,1.57574348,-0.11984877714,-17.746716,1.5761705,0.17258637,0.1728001
16788040,0.78743105,1.5748621,-0.124708521983,-18.086985,1.5752835,0.17259995,0.17283388
17113284,0.78697465,1.5739493,-0.129744377915,-18.43371,1.5743657,0.172614,0.17286891
17444826,0.78650189,1.57300378,-0.134963828227,-18.787013,1.5734159,0.17262852,0.17290522
17782794,0.78601225,1.5720245,-0.140372948605,-19.147017,1.5724329,0.17264352,0.17294284
18127308,0.78550511,1.57101022,-0.145978947414,-19.513849,1.5714158,0.17265902,0.17298181
18478498,0.78497986,1.56995972,-0.151788953609,-19.887632,1.570363,0.17267505,0.17302217
18836490,0.78443573,1.56887146,-0.157811900428,-20.268502,1.5692735,0.17269158,0.17306395
19201420,0.78387214,1.56774428,-0.164054655241,-20.656587,1.5681459,0.17270865,0.17310718
19573418,0.78328831,1.56657662,-0.170526338702,-21.052025,1.5669786,0.17272625,0.17315189
19952624,0.78268356,1.56536712,-0.17723500585,-21.454951,1.5657705,0.17274443,0.17319813
20339176,0.78205701,1.56411402,-0.184190976121,-21.865504,1.56452,0.17276315,0.17324591
20733216,0.78140793,1.56281586,-0.19140295437,-22.283826,1.5632254,0.17278245,0.17329526
21134890,0.78073544,1.56147088,-0.198881364349,-22.710063,1.5618852,0.17280233,0.17334623
21544346,0.7800387,1.5600774,-0.206636243154,-23.144357,1.5604976,0.17282279,0.17339882
21961736,0.77931676,1.55863352,-0.21467891434,-23.58686,1.559061,0.17284386,0.17345308
22387212,0.77856876,1.55713752,-0.223019765917,-24.037721,1.5575734,0.17286553,0.17350901
22820930,0.77779364,1.55558728,-0.231671487821,-24.497093,1.5560332,0.17288779,0.17356663
23263050,0.77699039,1.55398078,-0.240646292472,-24.965134,1.554438,0.17291068,0.17362597
23713738,0.77615801,1.55231602,-0.249956364207,-25.441994,1.5527861,0.17293418,0.17368705
24173154,0.77529533,1.55059066,-0.259615880032,-25.927843,1.5510751,0.17295829,0.17374986
24641474,0.77440124,1.54880248,-0.269638445841,-26.422833,1.549303,0.172983,0.17381441
25118864,0.77347458,1.54694916,-0.280038333674,-26.927134,1.5474673,0.17300833,0.17388071
25605504,0.77251409,1.54502818,-0.290831053406,-27.440912,1.5455658,0.17303427,0.17394874
26101572,0.77151855,1.5430371,-0.302031790417,-27.964328,1.5435959,0.17306081,0.17401852
26607250,0.77048652,1.54097304,-0.313658341063,-28.497564,1.5415549,0.17308792,0.17409002
27122726,0.76941675,1.5388335,-0.325726509024,-29.04078,1.5394404,0.17311563,0.1741632
27648188,0.76830777,1.53661554,-0.33825473425,-29.594155,1.5372494,0.1731439,0.17423805
28183830,0.76715813,1.53431626,-0.351261402818,-30.157864,1.5349791,0.1731727,0.17431455
28729848,0.76596625,1.5319325,-0.364766556558,-30.732082,1.5326265,0.17320203,0.17439264
29286446,0.76473066,1.52946132,-0.378789189829,-31.316988,1.5301885,0.17323186,0.17447227
29853826,0.76344962,1.52689924,-0.393351574665,-31.912764,1.5276619,0.17326215,0.17455339
30432198,0.76212152,1.52424304,-0.408474740855,-32.519585,1.5250434,0.17329288,0.17463592
31021776,0.76074466,1.52148932,-0.424180989274,-33.137636,1.5223295,0.173324,0.17471978
31622776,0.75931714,1.51863428,-0.440495174423,-33.767099,1.5195168,0.17335547,0.17480488
32235420,0.75783713,1.51567426,-0.457441648298,-34.408158,1.5166016,0.17338725,0.17489112
32859932,0.75630283,1.51260566,-0.475044730424,-35.060993,1.5135802,0.17341927,0.1749784
33496544,0.75471221,1.50942442,-0.493331715681,-35.725791,1.5104486,0.17345147,0.17506655
34145488,0.75306322,1.50612644,-0.512330501017,-36.402737,1.5072028,0.17348378,0.17515546
34807004,0.75135384,1.50270768,-0.532069033388,-37.092008,1.5038389,0.17351614,0.17524494
35481340,0.74958194,1.49916388,-0.552576952786,-37.793792,1.5003525,0.17354845,0.17533484
36168736,0.74774531,1.49549062,-0.573885285332,-38.508271,1.4967394,0.17358062,0.17542497
36869452,0.74584169,1.49168338,-0.596026134424,-39.235626,1.4929949,0.17361253,0.17551512
37583740,0.74386889,1.48773778,-0.619031318552,-39.976033,1.4891148,0.1736441,0.17560504
38311868,0.74182448,1.48364896,-0.642936023522,-40.729671,1.4850943,0.17367521,0.17569451
39054104,0.7397061,1.4794122,-0.667775237345,-41.496719,1.4809285,0.17370569,0.17578322
39810716,0.73751135,1.4750227,-0.693585073683,-42.277344,1.4766128,0.17373544,0.17587093
40581988,0.73523775,1.4704755,-0.720403293256,-43.071719,1.4721422,0.17376426,0.1759573
41368204,0.73288274,1.46576548,-0.748269363705,-43.880013,1.4675117,0.17379204,0.176042
42169652,0.73044386,1.46088772,-0.777222383674,-44.702384,1.4627161,0.17381854,0.17612468
42986624,0.72791848,1.45583696,-0.807304336968,-45.538988,1.4577505,0.1738436,0.17620494
43819424,0.72530401,1.45060802,-0.838557668842,-46.389986,1.4526094,0.17386701,0.1762824
44668360,0.72259785,1.4451957,-0.871025939133,-47.255521,1.4472877,0.17388852,0.17635661
45533740,0.71979741,1.43959482,-0.904753647503,-48.135736,1.4417802,0.17390792,0.17642712
46415888,0.7169,1.4338,-0.939787632307,-49.030764,1.4360815,0.17392494,0.17649344
47315124,0.71390298,1.42780596,-0.976175343821,-49.940734,1.4301865,0.17393931,0.17655508
48231784,0.71080379,1.42160758,-1.01396454415,-50.865769,1.4240896,0.17395074,0.17661147
49166204,0.70759981,1.41519962,-1.05320508755,-51.805977,1.4177859,0.17395892,0.17666207
50118724,0.70428845,1.4085769,-1.09394791553,-52.761463,1.41127,0.17396353,0.17670629
51089696,0.70086725,1.4017345,-1.13624390358,-53.732324,1.4045369,0.17396422,0.17674352
52079484,0.69733374,1.39466748,-1.18014566513,-54.718642,1.3975816,0.17396063,0.17677311
53088444,0.69368551,1.38737102,-1.22570678272,-55.72049,1.3903992,0.17395237,0.1767944
54116952,0.6899202,1.3798404,-1.27298202539,-56.737929,1.382985,0.17393906,0.1768067
55165388,0.68603561,1.37207122,-1.32202605636,-57.771008,1.3753344,0.17392025,0.17680931
56234132,0.68202964,1.36405928,-1.37289426277,-58.819766,1.367443,0.17389553,0.17680149
57323584,0.67790031,1.35580062,-1.42564258983,-59.88423,1.3593068,0.17386442,0.17678249
58434140,0.67364568,1.34729136,-1.48032865893,-60.964407,1.3509219,0.17382644,0.17675155
59566216,0.66926413,1.33852826,-1.53700825798,-62.060297,1.3422849,0.17378112,0.17670788
60720220,0.66475407,1.32950814,-1.59573913987,-63.171881,1.3333923,0.17372793,0.17665068
61896580,0.66011419,1.32022838,-1.65657786867,-64.299125,1.3242413,0.17366634,0.17657915
63095736,0.65534323,1.31068646,-1.71958289353,-65.441984,1.3148296,0.17359581,0.17649247
64318120,0.65044041,1.30088082,-1.78480894209,-66.600396,1.305155,0.17351578,0.17638983
65564184,0.64540487,1.29080974,-1.85231447773,-67.774282,1.2952158,0.17342565,0.17627041
66834392,0.64023632,1.28047264,-1.9221530876,-68.963549,1.2850112,0.17332486,0.17613339
68129208,0.63493443,1.26986886,-1.99438168409,-70.168085,1.2745404,0.1732128,0.17597795
69449104,0.62949933,1.25899866,-2.06905379587,-71.387765,1.2638034,0.17308888,0.1758033
70794576,0.6239314,1.2478628,-2.14622238994,-72.622448,1.2528008,0.17295244,0.17560864
72166120,0.61823132,1.23646264,-2.22593918153,-73.871979,1.2415335,0.17280289,0.17539323
73564224,0.61240012,1.22480024,-2.3082538975,-75.136186,1.2300036,0.17263959,0.17515628
74989424,0.60643904,1.21287808,-2.39321620843,-76.414882,1.2182131,0.17246191,0.17489709
76442224,0.60034978,1.20069956,-2.4808721236,-77.70787,1.2061654,0.17226924,0.17461496
77923176,0.59413435,1.1882687,-2.57126600148,-79.014936,1.193864,0.17206092,0.17430922
79432824,0.58779504,1.17559008,-2.66444089926,-80.335853,1.1813134,0.17183634,0.17397928
80971712,0.58133446,1.16266892,-2.76043788861,-81.670384,1.1685186,0.17159489,0.17362454
82540416,0.5747557,1.1495114,-2.85929350057,-83.018283,1.1554854,0.17133595,0.17324446
84139512,0.56806213,1.13612426,-2.96104248213,-84.379291,1.1422203,0.17105894,0.17283858
85769592,0.56125736,1.12251472,-3.06571825739,-85.753143,1.1287303,0.17076326,0.17240643
87431248,0.55434541,1.10869082,-3.17335012192,-87.139565,1.1150233,0.17044837,0.17194765
89125096,0.54733063,1.09466126,-3.28396417932,-88.538278,1.1011075,0.1701137,0.17146191
90851760,0.54021767,1.08043534,-3.39758353126,-89.949,1.0869921,0.16975873,0.17094894
92611872,0.53301141,1.06602282,-3.51422912152,-91.371442,1.0726866,0.16938296,0.17040854
94406088,0.52571714,1.05143428,-3.63391650825,-92.805318,1.0582014,0.1689859,0.16984055
96235064,0.51834017,1.03668034,-3.75666190355,-94.250339,1.0435468,0.16856712,0.16924489
98099472,0.51088633,1.02177266,-3.88247359527,-95.706217,1.0287344,0.16812617,0.16862153
100000000,0.50336146,1.00672292,-4.0113600277,-97.172669,1.0137755,0.16766268,0.16797051
101937350,0.49577164,0.99154328,-4.14332564269,-98.649415,0.99868212,0.16717628,0.16729192
103912230,0.48812317,0.97624634,-4.27837077941,-100.13618,0.98346671,0.16666662,0.16658591
105925380,0.48042242,0.96084484,-4.41649390925,-101.6327,0.96814184,0.1661334,0.16585268
107977520,0.47267589,0.94535178,-4.5576902279,-103.13871,0.95272033,0.16557637,0.16509251
110069420,0.46489018,0.92978036,-4.70195178881,-104.65397,0.93721538,0.1649953,0.16430571
112201850,0.45707196,0.91414392,-4.84926765129,-106.17823,0.92164005,0.16438996,0.16349263
114375580,0.44922791,0.89845582,-4.9996246274,-107.71129,0.90600762,0.16376021,0.16265368
116591440,0.44136471,0.88272942,-5.15300712953,-109.25291,0.89033141,0.16310592,0.1617893
118850220,0.43348901,0.86697802,-5.30939740941,-110.80291,0.87462465,0.16242699,0.1609
121152770,0.42560747,0.85121494,-5.46877440357,-112.36109,0.85890053,0.16172336,0.15998629
123499920,0.41772658,0.83545316,-5.63111703278,-113.92731,0.84317211,0.16099499,0.15904873
125892540,0.40985285,0.8197057,-5.79640005216,-115.5014,0.82745228,0.1602419,0.15808787
128331520,0.40199257,0.80398514,-5.96459871753,-117.08322,0.81175369,0.15946411,0.15710436
130817740,0.39415194,0.78830388,-6.13568587035,-118.67268,0.79608872,0.15866171,0.15609879
133352140,0.38633706,0.77267412,-6.30963182932,-120.26965,0.78046957,0.15783479,0.15507181
135935630,0.37855373,0.75710746,-6.4864086446,-121.87407,0.76490801,0.15698348,0.15402407
138569180,0.37080766,0.74161532,-6.66598529901,-123.48587,0.74941541,0.15610796,0.15295621
141253760,0.36310437,0.72620874,-6.84832972553,-125.105,0.73400283,0.1552084,0.15186892
143990340,0.3554491,0.7108982,-7.03341086146,-126.73144,0.71868096,0.15428502,0.15076287
146779920,0.34784691,0.69569382,-7.22119624446,-128.36516,0.70345991,0.15333809,0.1496387
149623570,0.34030263,0.68060526,-7.41165312969,-130.00619,0.68834958,0.15236788,0.14849708
152522290,0.33282086,0.66564172,-7.60474847065,-131.65453,0.67335922,0.15137468,0.14733869
155477180,0.32540594,0.65081188,-7.80044971327,-133.31023,0.65849764,0.15035883,0.14616416
158489310,0.31806201,0.63612402,-7.99872325698,-134.97335,0.64377331,0.14932069,0.14497415
161559810,0.31079292,0.62158584,-8.1995369036,-136.64394,0.62919401,0.14826062,0.14376929
164689790,0.30360232,0.60720464,-8.40285752143,-138.3221,0.61476728,0.14717905,0.1425502
167880400,0.29649357,0.59298714,-8.60865365323,-140.00792,0.60049999,0.1460764,0.1413175
171132830,0.28946985,0.5789397,-8.81689251852,-141.70151,0.58639863,0.14495312,0.1400718
174448270,0.28253407,0.56506814,-9.02754272642,-143.403,0.57246924,0.14380968,0.13881368
177827940,0.27568892,0.55137784,-9.24057299877,-145.11252,0.55871739,0.14264659,0.13754371
181273090,0.26893684,0.53787368,-9.45595328758,-146.83024,0.54514816,0.14146436,0.13626249
184784980,0.26228008,0.52456016,-9.67365309079,-148.5563,0.53176623,0.14026355,0.13497054
188364910,0.25572067,0.51144134,-9.89364256733,-150.29088,0.51857585,0.13904469,0.13366843
192014190,0.24926044,0.49852088,-10.1158920938,-152.03416,0.50558087,0.13780839,0.13235667
195734180,0.24290098,0.48580196,-10.3403739001,-153.78633,0.49278472,0.13655523,0.13103581
199526220,0.23664372,0.47328744,-10.5670595652,-155.54761,0.48019041,0.13528585,0.12970636
203391740,0.23048991,0.46097982,-10.7959208735,-157.3182,0.46780063,0.13400088,0.12836882
207332160,0.22444057,0.44888114,-11.0269319803,-159.09833,0.45561769,0.13270097,0.12702368
211348900,0.21849664,0.43699328,-11.2600639828,-160.88822,0.44364358,0.1313868,0.12567145
215443470,0.2126588,0.4253176,-11.4952920622,-162.68813,0.4318799,0.13005904,0.12431261
219617360,0.20692762,0.41385524,-11.7325899861,-164.4983,0.42032797,0.12871841,0.12294765
223872110,0.20130352,0.40260704,-11.9719318592,-166.31899,0.40898882,0.12736562,0.12157704
228209300,0.19578676,0.39157352,-12.2132928506,-168.15047,0.39786315,0.12600138,0.12020126
232630510,0.19037747,0.38075494,-12.4566482197,-169.99303,0.38695141,0.12462643,0.11882077
237137380,0.18507566,0.37015132,-12.7019731041,-171.84694,0.37625379,0.12324153,0.11743605
241731550,0.17988119,0.35976238,-12.9492442006,-173.71252,0.36577017,0.12184742,0.11604756
246414740,0.17479384,0.34958768,-13.1984367726,-175.59006,0.35550027,0.12044487,0.11465577
251188640,0.16981324,0.33962648,-13.449528274,-177.47988,0.34544356,0.11903463,0.11326113
256055040,0.16493896,0.32987792,-13.702494203,-179.38232,0.33559926,0.11761748,0.11186411
261015730,0.1601704,0.3203408,-13.9573140368,178.70229,0.32596639,0.11619418,0.11046516
266072510,0.15550695,0.3110139,-14.2139631697,176.7736,0.31654379,0.11476551,0.10906475
271227260,0.15094785,0.3018957,-14.472420608,174.83123,0.30733013,0.11333223,0.10766332
276481890,0.14649226,0.29298452,-14.7326656579,172.87483,0.29832388,0.11189512,0.10626133
281838300,0.14213929,0.28427858,-14.9946764047,170.90399,0.28952334,0.11045493,0.10485923
287298500,0.13788795,0.2757759,-15.2584329415,168.91833,0.28092666,0.10901242,0.10345746
292864450,0.1337372,0.2674744,-15.5239147137,166.91742,0.27253188,0.10756835,0.10205646
298538270,0.12968591,0.25937182,-15.7911033639,164.90083,0.26433683,0.10612346,0.10065668
304321980,0.12573291,0.25146582,-16.0599798978,162.86813,0.25633925,0.10467847,0.099258544
310217760,0.12187694,0.24375388,-16.3305284055,160.81885,0.24853676,0.10323411,0.097862477
316227780,0.11811673,0.23623346,-16.6027309352,158.75252,0.24092685,0.1017911,0.096468907
322354210,0.11445092,0.22890184,-16.8765734791,156.66865,0.23350694,0.10035012,0.095078242
328599330,0.11087812,0.22175624,-17.1520421675,154.56672,0.2262743,0.098911857,0.093690881
334965440,0.10739691,0.21479382,-17.4291235176,152.44622,0.21922613,0.097476973,0.092307232
341454880,0.10400582,0.20801164,-17.7078063919,150.30658,0.21235956,0.096046123,0.090927676
348070050,0.10070333,0.20140666,-17.9880826042,148.14726,0.20567162,0.094619937,0.089552586
354813380,0.097487891,0.194975782,-18.269945736,145.96767,0.19915926,0.093199025,0.088182326
361687360,0.094357952,0.188715904,-18.5533891173,143.76719,0.1928194,0.091783983,0.086817256
368694500,0.091311906,0.182623812,-18.8384110775,141.54521,0.18664889,0.090375391,0.085457708
375837410,0.088348126,0.176696252,-19.1250124023,139.30106,0.1806445,0.088973796,0.084104006
383118690,0.085464976,0.170929952,-19.4131957399,137.03409,0.17480299,0.087579734,0.082756465
390541020,0.082660802,0.165321604,-19.7029669476,134.74359,0.16912106,0.086193723,0.081415374
398107170,0.079933919,0.159867838,-19.9943371184,132.42884,0.16359536,0.084816258,0.080081022
405819900,0.077282646,0.154565292,-20.2873195797,130.0891,0.15822255,0.083447797,0.078753662
413682050,0.07470528,0.14941056,-20.581933283,127.7236,0.15299924,0.082088811,0.077433548
421696510,0.07220012,0.14440024,-20.8782008523,125.33153,0.14792201,0.080739714,0.076120908
429866240,0.069765452,0.139530904,-21.1761509939,122.91207,0.14298744,0.079400922,0.074815941
438194240,0.067399567,0.134799134,-21.4758171105,120.46435,0.13819211,0.078072828,0.073518856
446683580,0.065100743,0.130201486,-21.7772403353,117.98751,0.13353256,0.076755792,0.072229807
455337410,0.062867269,0.125734538,-22.0804673462,115.48062,0.12900536,0.075450162,0.070948968
464158880,0.060697431,0.121394862,-22.3855530383,112.94273,0.12460706,0.074156264,0.069676463
473151260,0.058589526,0.117179052,-22.69255955,110.37286,0.12033423,0.072874418,0.068412413
482317860,0.05654185,0.1130837,-23.0015589576,107.77001,0.11618344,0.071604898,0.067156906
491662020,0.054552716,0.109105432,-23.3126316889,105.13312,0.11215127,0.070347989,0.065910025
501187230,0.052620432,0.105240864,-23.6258710559,102.46111,0.10823433,0.06910393,0.064671827
510896990,0.050743331,0.101486662,-23.9413797862,99.752879,0.10442922,0.067872966,0.063442349
520794850,0.048919754,0.097839508,-24.2592739509,97.007265,0.10073259,0.066655312,0.062221614
530884450,0.047148056,0.094296112,-24.5796834262,94.223082,0.097141095,0.065451168,0.061009624
541169540,0.045426605,0.09085321,-24.9027536276,91.399108,0.093651426,0.064260727,0.059806359
551653890,0.043753795,0.08750759,-25.2286446867,88.534086,0.090260299,0.063084147,0.058611794
562341310,0.042128027,0.084256054,-25.557536838,85.626719,0.086964462,0.061921585,0.057425875
573235840,0.040547723,0.081095446,-25.8896298207,82.675678,0.083760696,0.060773189,0.056248545
584341440,0.039011343,0.078022686,-26.2251412092,79.679599,0.080645835,0.059639086,0.055079723
595662140,0.037517343,0.075034686,-26.5643177639,76.637083,0.07761672,0.058519383,0.05391933
607202180,0.036064232,0.072128464,-26.9074254765,73.546705,0.074670281,0.057414184,0.052767271
618965820,0.034650524,0.069301048,-27.2547631084,70.407004,0.071803458,0.056323577,0.051623439
630957380,0.033274773,0.066549546,-27.6066572119,67.216503,0.069013256,0.055247628,0.050487736
643181180,0.031935561,0.063871122,-27.963468247,63.973697,0.066296744,0.054186407,0.049360053
655641860,0.030631507,0.061263014,-28.3255919675,60.67707,0.063651043,0.053139959,0.04824029
668343940,0.02936126,0.05872252,-28.6934654636,57.32509,0.061073337,0.052108317,0.047128362
681292100,0.028123517,0.056247034,-29.067566627,53.91623,0.05856089,0.051091504,0.046024182
694491070,0.026917014,0.053834028,-29.4484216321,50.448974,0.056111049,0.05008953,0.044927706
707945790,0.025740533,0.051481066,-29.8366085312,46.921811,0.053721237,0.049102385,0.043838893
721661180,0.024592912,0.049185824,-30.2327601247,43.333275,0.051388985,0.04813005,0.042757759
735642240,0.023473045,0.04694609,-30.637570613,39.681935,0.049111925,0.047172483,0.041684344
749894210,0.022379888,0.044759776,-31.0518010645,35.966432,0.046887813,0.046229635,0.040618754
764422270,0.021312465,0.04262493,-31.4762855775,32.185489,0.044714527,0.04530143,0.03956116
779231810,0.020269873,0.040539746,-31.9119386871,28.337929,0.042590102,0.044387778,0.038511794
794328260,0.019251296,0.038502592,-32.3597598081,24.422713,0.040512714,0.043488567,0.037470992
809717120,0.018256002,0.036512004,-32.820845747,20.438957,0.038480732,0.042603663,0.036439179
825404160,0.017283353,0.034566706,-33.2963992363,16.385973,0.036492697,0.041732913,0.035416894
841395140,0.016332818,0.032665636,-33.7877367869,12.2633,0.034547365,0.040876137,0.034404795
857695870,0.015403972,0.030807944,-34.2963048295,8.070737,0.032643712,0.040033135,0.033403681
874312450,0.014496508,0.028993016,-34.8236912491,3.808402,0.030780951,0.039203678,0.032414496
891250940,0.013610237,0.027220474,-35.3716454841,-0.52323563,0.028958539,0.038387522,0.031438327
908517570,0.012745094,0.025490188,-35.9420983819,-4.9232964,0.027176201,0.037584398,0.030476429
926118720,0.011901146,0.023802292,-36.5371835794,-9.3904361,0.025433923,0.036794009,0.029530207
944060860,0.01107858,0.02215716,-37.1592772771,-13.92278,0.023731968,0.03601605,0.028601216
962350660,0.010277712,0.020555424,-37.8110303639,-18.517857,0.022070868,0.035250201,0.027691151
980994690,0.009498973,0.018997946,-38.4954261754,-23.172505,0.020451422,0.034496131,0.026801831
1e+09,0.0087429055,0.017485811,-39.2158435555,-27.882782,0.018874674,0.033753506,0.025935158
