  Time                 , V(N00099)-V(N00103)  , V(N00115)-V(N00119)  , (V(N00099)+V(N00103))/2, (V(N00115)+V(N00119))/2, V(N00099)            , V(N00103)            , V(N00115)            , V(N00119)            
  1.678523615333e-10  ,2.958589932724e-03  ,3.132492670133e-04  ,8.999626078743e-01  ,8.999389293748e-01  ,9.014419028407e-01  ,8.984833129080e-01  ,9.000955540083e-01  ,8.997823047413e-01  
  2.678531229827e-10  ,9.793067950742e-03  ,3.132617174535e-04  ,8.999628022983e-01  ,8.999389061773e-01  ,9.048593362737e-01  ,8.950662683229e-01  ,9.000955370360e-01  ,8.997822753186e-01  
  3.678538844320e-10  ,2.121554929620e-02  ,3.133624694311e-04  ,8.999630148142e-01  ,8.999388250533e-01  ,9.105707894623e-01  ,8.893552401661e-01  ,9.000955062880e-01  ,8.997821438185e-01  
  4.678546458813e-10  ,3.695740015308e-02  ,3.140366859714e-04  ,8.999632758053e-01  ,8.999382931203e-01  ,9.184419758818e-01  ,8.814845757288e-01  ,9.000953114633e-01  ,8.997812747773e-01  
  5.678554073307e-10  ,5.657295222812e-02  ,3.164129338178e-04  ,8.999635444021e-01  ,8.999358613045e-01  ,9.282500205162e-01  ,8.716770682880e-01  ,9.000940677714e-01  ,8.997776548376e-01  
  6.678561687800e-10  ,7.954673147462e-02  ,3.226068990845e-04  ,8.999637948912e-01  ,8.999287694038e-01  ,9.397371606285e-01  ,8.601904291539e-01  ,9.000900728534e-01  ,8.997674659543e-01  
  7.678569302293e-10  ,1.053585324969e-01  ,3.356418785495e-04  ,8.999640166239e-01  ,8.999139466930e-01  ,9.526432828723e-01  ,8.472847503755e-01  ,9.000817676323e-01  ,8.997461257538e-01  
  8.678576916787e-10  ,1.335229264190e-01  ,3.588125856688e-04  ,8.999642082800e-01  ,8.998897389946e-01  ,9.667256714895e-01  ,8.332027450705e-01  ,9.000691452874e-01  ,8.997103327017e-01  
  9.678584531280e-10  ,1.636080901156e-01  ,3.946615780810e-04  ,8.999643811386e-01  ,8.998570467330e-01  ,9.817684261964e-01  ,8.181603360808e-01  ,9.000543775220e-01  ,8.996597159439e-01  
  1.067859214577e-09  ,1.952409314892e-01  ,4.440478117124e-04  ,8.999645518426e-01  ,8.998190660783e-01  ,9.975850175872e-01  ,8.023440860980e-01  ,9.000410899841e-01  ,8.995970421724e-01  
  1.167859976027e-09  ,2.281045435336e-01  ,5.057708645122e-04  ,8.999647301726e-01  ,8.997798821222e-01  ,1.014017001939e+00  ,7.859124584058e-01  ,9.000327675545e-01  ,8.995269966900e-01  
  1.267860737476e-09  ,2.619321435379e-01  ,5.768960320101e-04  ,8.999649149727e-01  ,8.997427628968e-01  ,1.030930986742e+00  ,7.689988432038e-01  ,9.000312109128e-01  ,8.994543148808e-01  
  1.367861498925e-09  ,2.964999529377e-01  ,6.535653885638e-04  ,8.999650985971e-01  ,8.997089278175e-01  ,1.048215075066e+00  ,7.517151221283e-01  ,9.000357105118e-01  ,8.993821451232e-01  
  1.467862260375e-09  ,3.316202747871e-01  ,7.319073584504e-04  ,8.999652732642e-01  ,8.996771521218e-01  ,1.065775410658e+00  ,7.341551358706e-01  ,9.000431058010e-01  ,8.993111984426e-01  
  1.567863021824e-09  ,3.671353056988e-01  ,8.087077049843e-04  ,8.999654346715e-01  ,8.996441868870e-01  ,1.083533087521e+00  ,7.163977818221e-01  ,9.000485407395e-01  ,8.992398330345e-01  
  1.667863783273e-09  ,4.029118387550e-01  ,8.816756200558e-04  ,8.999655821004e-01  ,8.996057736575e-01  ,1.101421501478e+00  ,6.985096627229e-01  ,9.000466114676e-01  ,8.991649358475e-01  
  1.767864544723e-09  ,4.388368355022e-01  ,9.493209939958e-04  ,8.999657166680e-01  ,8.995579500790e-01  ,1.119384134419e+00  ,6.805472989169e-01  ,9.000326105760e-01  ,8.990832895820e-01  
  1.867865306172e-09  ,4.748137731553e-01  ,1.010593835928e-03  ,8.999658397614e-01  ,8.994982689673e-01  ,1.137372726339e+00  ,6.625589531837e-01  ,9.000035658853e-01  ,8.989929720493e-01  
  1.967866067621e-09  ,5.107596529445e-01  ,1.064496637042e-03  ,8.999659525536e-01  ,8.994265111980e-01  ,1.155345779026e+00  ,6.445861260814e-01  ,8.999587595166e-01  ,8.988942628795e-01  
  2.067866829071e-09  ,5.466025588572e-01  ,1.109853598927e-03  ,8.999660562314e-01  ,8.993445903639e-01  ,1.173267335660e+00  ,6.266647768028e-01  ,8.998995171633e-01  ,8.987896635644e-01  
  2.167867590520e-09  ,5.822796687100e-01  ,1.145322664726e-03  ,8.999661522037e-01  ,8.992556639692e-01  ,1.191105986559e+00  ,6.088263178487e-01  ,8.998283253015e-01  ,8.986830026368e-01  
  2.267868351969e-09  ,6.177356346209e-01  ,1.169615082405e-03  ,8.999662419845e-01  ,8.991628345187e-01  ,1.208834059295e+00  ,5.910984246741e-01  ,8.997476420599e-01  ,8.985780269775e-01  
  2.367869113419e-09  ,6.529212644322e-01  ,1.181800303718e-03  ,8.999663269300e-01  ,8.990680189540e-01  ,1.226426959146e+00  ,5.735056947139e-01  ,8.996589191058e-01  ,8.984771188021e-01  
  2.467869874868e-09  ,6.877924482545e-01  ,1.181555705992e-03  ,8.999664080974e-01  ,8.989714655492e-01  ,1.243862632225e+00  ,5.560701839701e-01  ,8.995622434022e-01  ,8.983806876962e-01  
  2.567870636317e-09  ,7.223092847871e-01  ,1.169266750724e-03  ,8.999664862857e-01  ,8.988720668916e-01  ,1.261121128679e+00  ,5.388118438922e-01  ,8.994567002670e-01  ,8.982874335163e-01  
  2.667871397767e-09  ,7.564353705567e-01  ,1.145960608633e-03  ,8.999665621307e-01  ,8.987682437132e-01  ,1.278184247409e+00  ,5.217488768524e-01  ,8.993412240175e-01  ,8.981952634088e-01  
  2.767872159216e-09  ,7.901372220466e-01  ,1.113124945712e-03  ,8.999666361282e-01  ,8.986589455911e-01  ,1.295035247151e+00  ,5.048980251049e-01  ,8.992155080640e-01  ,8.981023831183e-01  
  2.867872920665e-09  ,8.233838062295e-01  ,1.072496017780e-03  ,8.999667085885e-01  ,8.985443207975e-01  ,1.311658611703e+00  ,4.882748054737e-01  ,8.990805688064e-01  ,8.980080727886e-01  
  2.967873682115e-09  ,8.561461595624e-01  ,1.025890442361e-03  ,8.999667796144e-01  ,8.984258115424e-01  ,1.328039859396e+00  ,4.718936998332e-01  ,8.989387567636e-01  ,8.979128663213e-01  
  3.067874443564e-09  ,8.883970792123e-01  ,9.751162346285e-04  ,8.999668491666e-01  ,8.983057090953e-01  ,1.344165388773e+00  ,4.557683095604e-01  ,8.987932672126e-01  ,8.978181509780e-01  
  3.167875205013e-09  ,9.201108732801e-01  ,9.219538397314e-04  ,8.999669171903e-01  ,8.981864216344e-01  ,1.360022353830e+00  ,4.399114805503e-01  ,8.986473985542e-01  ,8.977254447145e-01  
  3.267875966463e-09  ,9.512631591858e-01  ,8.681679676945e-04  ,8.999669837142e-01  ,8.980697853740e-01  ,1.375598563307e+00  ,4.243354041212e-01  ,8.985038693578e-01  ,8.976357013901e-01  
  3.367876727912e-09  ,9.818307013061e-01  ,8.155063941663e-04  ,8.999670488531e-01  ,8.979566821165e-01  ,1.390882399506e+00  ,4.090516982001e-01  ,8.983644353136e-01  ,8.975489289195e-01  
  3.467877489361e-09  ,1.011791280545e+00  ,7.656595795248e-04  ,8.999671127214e-01  ,8.978470682621e-01  ,1.405862752994e+00  ,3.940714724491e-01  ,8.982298980519e-01  ,8.974642384724e-01  
  3.567878250811e-09  ,1.041123589856e+00  ,7.201823584113e-04  ,8.999671753207e-01  ,8.977403478601e-01  ,1.420528970249e+00  ,3.794053803924e-01  ,8.981004390393e-01  ,8.973802566809e-01  
  3.667879012260e-09  ,1.069807150884e+00  ,6.804011822527e-04  ,8.999672364794e-01  ,8.976359007332e-01  ,1.434870811921e+00  ,3.650636610375e-01  ,8.979761013243e-01  ,8.972957001420e-01  
  3.767879773709e-09  ,1.097822247795e+00  ,6.473376077784e-04  ,8.999672958778e-01  ,8.975335416487e-01  ,1.448878419775e+00  ,3.510561719800e-01  ,8.978572104526e-01  ,8.972098728448e-01  
  3.867880535159e-09  ,1.125149875162e+00  ,6.216698872368e-04  ,8.999673531347e-01  ,8.974337392675e-01  ,1.462542290716e+00  ,3.373924155534e-01  ,8.977445742111e-01  ,8.971229043238e-01  
  3.967881296608e-09  ,1.151771697273e+00  ,6.037364565991e-04  ,8.999674079057e-01  ,8.973375357219e-01  ,1.475853256542e+00  ,3.240815592693e-01  ,8.976394039502e-01  ,8.970356674936e-01  
  4.067882058057e-09  ,1.177670016732e+00  ,5.935679815560e-04  ,8.999674599413e-01  ,8.972462320215e-01  ,1.488802468307e+00  ,3.111324515752e-01  ,8.975430160122e-01  ,8.969494480307e-01  
  4.167882819507e-09  ,1.202827750570e+00  ,5.909265214469e-04  ,8.999675090883e-01  ,8.971609917454e-01  ,1.501381384373e+00  ,2.985536338033e-01  ,8.974564550061e-01  ,8.968655284847e-01  
  4.267883580956e-09  ,1.227228412390e+00  ,5.953338992332e-04  ,8.999675552497e-01  ,8.970825329443e-01  ,1.513581761445e+00  ,2.863533490546e-01  ,8.973801998939e-01  ,8.967848659946e-01  
  4.367884342405e-09  ,1.250856099390e+00  ,6.060832504089e-04  ,8.999675983341e-01  ,8.970110234087e-01  ,1.525395648029e+00  ,2.745395486393e-01  ,8.973140650339e-01  ,8.967079817835e-01  
  4.467885103855e-09  ,1.273695483298e+00  ,6.222412159534e-04  ,8.999676382227e-01  ,8.969461964380e-01  ,1.536815379871e+00  ,2.631198965739e-01  ,8.972573170460e-01  ,8.966350758301e-01  
  4.567885865304e-09  ,1.295731804468e+00  ,6.426566571670e-04  ,8.999676747641e-01  ,8.968876094135e-01  ,1.547833576998e+00  ,2.521017725299e-01  ,8.972089377421e-01  ,8.965662810850e-01  
  4.667886626753e-09  ,1.316950868485e+00  ,6.659914470724e-04  ,8.999677077918e-01  ,8.968349173562e-01  ,1.558443142035e+00  ,2.414922735491e-01  ,8.971679130797e-01  ,8.965019216327e-01  
  4.767887388203e-09  ,1.337339044741e+00  ,6.907804684261e-04  ,8.999677371493e-01  ,8.967880454177e-01  ,1.568637259520e+00  ,2.312982147788e-01  ,8.971334356519e-01  ,8.964426551835e-01  
  4.867888149652e-09  ,1.356883266548e+00  ,7.155156512618e-04  ,8.999677627119e-01  ,8.967472047474e-01  ,1.578409395986e+00  ,2.215261294381e-01  ,8.971049625731e-01  ,8.963894469218e-01  
  4.967888911102e-09  ,1.375571032422e+00  ,7.387384136698e-04  ,8.999677843996e-01  ,8.967127715449e-01  ,1.587753300611e+00  ,2.121822681885e-01  ,8.970821407517e-01  ,8.963434023381e-01  
  5.067889672551e-09  ,1.393390408271e+00  ,7.591208456219e-04  ,8.999678021794e-01  ,8.966851035790e-01  ,1.596663006315e+00  ,2.032725980437e-01  ,8.970646640018e-01  ,8.963055431562e-01  
  5.167890434000e-09  ,1.410330030265e+00  ,7.755200086645e-04  ,8.999678160602e-01  ,8.966643815050e-01  ,1.605132831193e+00  ,1.948028009278e-01  ,8.970521415093e-01  ,8.962766215006e-01  
  5.267891195450e-09  ,1.426379108224e+00  ,7.869998672031e-04  ,8.999678260823e-01  ,8.966505356827e-01  ,1.613157380194e+00  ,1.867782719701e-01  ,8.970440356163e-01  ,8.962570357491e-01  
  5.367891956899e-09  ,1.441527429372e+00  ,7.928270965069e-04  ,8.999678323024e-01  ,8.966432720778e-01  ,1.620731546988e+00  ,1.792041176164e-01  ,8.970396856261e-01  ,8.962468585296e-01  
  5.467892718348e-09  ,1.455765362293e+00  ,7.924552797062e-04  ,8.999678347773e-01  ,8.966421676184e-01  ,1.627850515924e+00  ,1.720851536309e-01  ,8.970383952583e-01  ,8.962459399786e-01  
  5.567893479798e-09  ,1.469083860979e+00  ,7.855134453122e-04  ,8.999678335495e-01  ,8.966467836687e-01  ,1.634509764039e+00  ,1.654259030601e-01  ,8.970395403914e-01  ,8.962540269461e-01  
  5.667894241247e-09  ,1.481474468853e+00  ,7.718092301762e-04  ,8.999678286408e-01  ,8.966567504932e-01  ,1.640705063067e+00  ,1.592305942144e-01  ,8.970426551083e-01  ,8.962708458781e-01  
  5.767895002696e-09  ,1.492929322695e+00  ,7.513469998426e-04  ,8.999678200545e-01  ,8.966717980716e-01  ,1.646432481402e+00  ,1.535031587068e-01  ,8.970474715715e-01  ,8.962961245717e-01  
  5.867895764146e-09  ,1.503441156432e+00  ,7.243515866389e-04  ,8.999678077862e-01  ,8.966917358073e-01  ,1.651688386002e+00  ,1.482472295702e-01  ,8.970539116006e-01  ,8.963295600139e-01  
  5.967896525595e-09  ,1.513003304753e+00  ,6.912831631476e-04  ,8.999677918365e-01  ,8.967164032615e-01  ,1.656469444213e+00  ,1.434661394600e-01  ,8.970620448431e-01  ,8.963707616799e-01  
  6.067897287044e-09  ,1.521609706546e+00  ,6.528302412063e-04  ,8.999677722213e-01  ,8.967456199148e-01  ,1.660772625495e+00  ,1.391629189481e-01  ,8.970720350354e-01  ,8.964192047942e-01  
  6.167898048494e-09  ,1.529254908112e+00  ,6.098749960961e-04  ,8.999677489719e-01  ,8.967791551133e-01  ,1.664595203028e+00  ,1.353402949157e-01  ,8.970840926114e-01  ,8.964742176153e-01  
  6.267898809943e-09  ,1.535934066123e+00  ,5.634347625050e-04  ,8.999677221262e-01  ,8.968167257591e-01  ,1.667934755188e+00  ,1.320006890647e-01  ,8.970984431404e-01  ,8.965350083779e-01  
  6.367899571392e-09  ,1.541642950290e+00  ,5.145914843204e-04  ,8.999676917150e-01  ,8.968580161504e-01  ,1.670789166860e+00  ,1.291462165698e-01  ,8.971153118925e-01  ,8.966007204082e-01  
  6.467900332842e-09  ,1.546377945707e+00  ,4.644239700079e-04  ,8.999676577492e-01  ,8.969027069203e-01  ,1.673156630603e+00  ,1.267786848959e-01  ,8.971349189053e-01  ,8.966704949353e-01  
  6.567901094291e-09  ,1.550136054841e+00  ,4.139551263888e-04  ,8.999676202157e-01  ,8.969504998827e-01  ,1.675035647636e+00  ,1.248995927951e-01  ,8.971574774459e-01  ,8.967435223195e-01  
  6.667901855740e-09  ,1.552914899181e+00  ,3.641194940400e-04  ,8.999675790824e-01  ,8.970011309983e-01  ,1.676425028673e+00  ,1.235101294917e-01  ,8.971831907454e-01  ,8.968190712513e-01  
  6.767902617190e-09  ,1.554712720525e+00  ,3.157485393781e-04  ,8.999675343128e-01  ,8.970543709579e-01  ,1.677323894575e+00  ,1.226111740505e-01  ,8.972122452276e-01  ,8.968964966882e-01  
  6.867903378639e-09  ,1.555528381919e+00  ,2.695655252458e-04  ,8.999674858814e-01  ,8.971100183856e-01  ,1.677731676841e+00  ,1.222032949220e-01  ,8.972448011482e-01  ,8.969752356230e-01  
  6.967904140088e-09  ,1.555361368253e+00  ,2.261803721176e-04  ,8.999674337861e-01  ,8.971678923111e-01  ,1.677648117913e+00  ,1.222867496597e-01  ,8.972809824972e-01  ,8.970548021251e-01  
  7.067904901538e-09  ,1.554211786490e+00  ,1.860777776141e-04  ,8.999673780525e-01  ,8.972278283987e-01  ,1.677073271298e+00  ,1.228614848073e-01  ,8.973208672875e-01  ,8.971347895099e-01  
  7.167905662987e-09  ,1.552080365537e+00  ,1.495972887555e-04  ,8.999673187304e-01  ,8.972896792993e-01  ,1.676007501499e+00  ,1.239271359618e-01  ,8.973644779437e-01  ,8.972148806549e-01  
  7.267906424436e-09  ,1.548968455731e+00  ,1.169094944909e-04  ,8.999672558866e-01  ,8.973533159247e-01  ,1.674451483752e+00  ,1.254830280210e-01  ,8.974117706719e-01  ,8.972948611774e-01  
  7.367907185886e-09  ,1.544878027949e+00  ,8.799579733487e-05  ,8.999671895971e-01  ,8.974186253784e-01  ,1.672406203571e+00  ,1.275281756228e-01  ,8.974626232770e-01  ,8.973746274797e-01  
  7.467907947335e-09  ,1.539811672325e+00  ,6.263925437000e-05  ,8.999671199439e-01  ,8.974855031835e-01  ,1.669872956106e+00  ,1.300612837815e-01  ,8.975168228107e-01  ,8.974541835563e-01  
  7.567908708784e-09  ,1.533772596586e+00  ,4.043108924323e-05  ,8.999670470162e-01  ,8.975538411622e-01  ,1.666853345309e+00  ,1.330807487233e-01  ,8.975740567068e-01  ,8.975336256175e-01  
  7.667909470234e-09  ,1.526764623998e+00  ,2.079308567493e-05  ,8.999669709150e-01  ,8.976235157091e-01  ,1.663349282914e+00  ,1.365846589161e-01  ,8.976339122519e-01  ,8.976131191662e-01  
  7.767910231683e-09  ,1.518792190935e+00  ,3.011968296329e-06  ,8.999668917581e-01  ,8.976943822331e-01  ,1.659362987226e+00  ,1.405707962906e-01  ,8.976958882172e-01  ,8.976928762489e-01  
  7.867910993132e-09  ,1.509860344071e+00  ,-1.372052121273e-05  ,8.999668096837e-01  ,8.977662793808e-01  ,1.654896981719e+00  ,1.450366376481e-01  ,8.977594191201e-01  ,8.977731396414e-01  
  7.967911754582e-09  ,1.499974737191e+00  ,-3.026825994945e-05  ,8.999667248488e-01  ,8.978390421710e-01  ,1.649954093444e+00  ,1.499793562535e-01  ,8.978239080410e-01  ,8.978541763010e-01  
  8.067912516031e-09  ,1.489141627629e+00  ,-4.751667172620e-05  ,8.999666374246e-01  ,8.979125185375e-01  ,1.644537451239e+00  ,1.553958236102e-01  ,8.978887602017e-01  ,8.979362768734e-01  
  8.167913277480e-09  ,1.477367872333e+00  ,-6.634572908948e-05  ,8.999665475891e-01  ,8.979865814308e-01  ,1.638650483756e+00  ,1.612826114224e-01  ,8.979534085662e-01  ,8.980197542953e-01  
  8.267914038930e-09  ,1.464660923551e+00  ,-8.760917984540e-05  ,8.999664555181e-01  ,8.980611299979e-01  ,1.632296917294e+00  ,1.676359937424e-01  ,8.980173254080e-01  ,8.981049345878e-01  
  8.367914800379e-09  ,1.451028824141e+00  ,-1.121175508357e-04  ,8.999663613787e-01  ,8.981360780577e-01  ,1.625480773449e+00  ,1.744519493084e-01  ,8.980800192822e-01  ,8.981921368331e-01  
  8.467915561828e-09  ,1.436480202503e+00  ,-1.406222614414e-04  ,8.999662653232e-01  ,8.982113340398e-01  ,1.618206366575e+00  ,1.817261640716e-01  ,8.981410229091e-01  ,8.982816451705e-01  
  8.567916323278e-09  ,1.421024267149e+00  ,-1.737991375016e-04  ,8.999661674871e-01  ,8.982867809259e-01  ,1.610478301062e+00  ,1.894540339125e-01  ,8.981998813572e-01  ,8.983736804947e-01  
  8.667917084727e-09  ,1.404670800888e+00  ,-2.122311875811e-04  ,8.999660679880e-01  ,8.983622653387e-01  ,1.602301468432e+00  ,1.976306675439e-01  ,8.982561497449e-01  ,8.984683809325e-01  
  8.767917846176e-09  ,1.387430154659e+00  ,-2.563920221528e-04  ,8.999659669264e-01  ,8.984376013294e-01  ,1.593681044256e+00  ,2.062508895967e-01  ,8.983094053183e-01  ,8.985657973405e-01  
  8.867918607626e-09  ,1.369313241004e+00  ,-3.066322386809e-04  ,8.999658643865e-01  ,8.985125881742e-01  ,1.584622484888e+00  ,2.153092438848e-01  ,8.983592720549e-01  ,8.986659042935e-01  
  8.967919369075e-09  ,1.350331527182e+00  ,-3.631712215874e-04  ,8.999657604362e-01  ,8.985870354200e-01  ,1.575131524027e+00  ,2.247999968450e-01  ,8.984054498092e-01  ,8.987686210308e-01  
  9.067920130524e-09  ,1.330497027950e+00  ,-4.260961746847e-04  ,8.999656551257e-01  ,8.986607852906e-01  ,1.565214169101e+00  ,2.347171411507e-01  ,8.984477372032e-01  ,8.988738333779e-01  
  9.167920891974e-09  ,1.309822297978e+00  ,-4.953690900980e-04  ,8.999655484863e-01  ,8.987337237464e-01  ,1.554876697475e+00  ,2.450543994973e-01  ,8.984860392013e-01  ,8.989814082914e-01  
  9.267921653423e-09  ,1.288320423933e+00  ,-5.708411227848e-04  ,8.999654405286e-01  ,8.988057764022e-01  ,1.544125652495e+00  ,2.558052285618e-01  ,8.985203558408e-01  ,8.990911969636e-01  
  9.367922414872e-09  ,1.266005016217e+00  ,-6.522728081458e-04  ,8.999653312424e-01  ,8.988768918810e-01  ,1.532967839351e+00  ,2.669628231336e-01  ,8.985507554770e-01  ,8.992030282851e-01  
  9.467923176322e-09  ,1.242890200363e+00  ,-7.393579431216e-04  ,8.999652205990e-01  ,8.989470202284e-01  ,1.521410320780e+00  ,2.785201204176e-01  ,8.985773412568e-01  ,8.993166991999e-01  
  9.567923937771e-09  ,1.218990608101e+00  ,-8.317488222791e-04  ,8.999651085558e-01  ,8.990160955970e-01  ,1.509460412606e+00  ,2.904698045055e-01  ,8.986002211859e-01  ,8.994319700082e-01  
  9.667924699220e-09  ,1.194321368103e+00  ,-9.290808321931e-04  ,8.999649950624e-01  ,8.990840300537e-01  ,1.497125679114e+00  ,3.028043110111e-01  ,8.986194896376e-01  ,8.995485704698e-01  
  9.767925460670e-09  ,1.168898096405e+00  ,-1.030995028285e-03  ,8.999648800673e-01  ,8.991507202713e-01  ,1.484413928270e+00  ,3.155158318646e-01  ,8.986352227572e-01  ,8.996662177855e-01  
  9.867926222119e-09  ,1.142736886527e+00  ,-1.137158070191e-03  ,8.999647635243e-01  ,8.992160633782e-01  ,1.471333206788e+00  ,3.285963202609e-01  ,8.986474843431e-01  ,8.997846424133e-01  
  9.967926983568e-09  ,1.115854299275e+00  ,-1.247279584454e-03  ,8.999646453963e-01  ,8.992799746600e-01  ,1.457891795034e+00  ,3.420374957589e-01  ,8.986563348678e-01  ,8.999036144522e-01  
  1.006792774502e-08  ,1.088267352262e+00  ,-1.361127486816e-03  ,8.999645256589e-01  ,8.993423994848e-01  ,1.444098201790e+00  ,3.558308495281e-01  ,8.986618357413e-01  ,9.000229632282e-01  
  1.016792850647e-08  ,1.059989203429e+00  ,-1.478571202826e-03  ,8.999644043072e-01  ,8.994033174329e-01  ,1.429959006022e+00  ,3.699698025927e-01  ,8.986640318315e-01  ,9.001426030344e-01  
  1.026792926792e-08  ,1.031045198871e+00  ,-1.599466500994e-03  ,8.999642813423e-01  ,8.994627200273e-01  ,1.415486880778e+00  ,3.844416819070e-01  ,8.986629867768e-01  ,9.002624532778e-01  
  1.036793002937e-08  ,1.001451710366e+00  ,-1.723858733758e-03  ,8.999641567792e-01  ,8.995206179018e-01  ,1.400690011962e+00  ,3.992383015964e-01  ,8.986586885349e-01  ,9.003825472687e-01  
  1.046793079082e-08  ,9.712267413470e-01  ,-1.851886210040e-03  ,8.999640306529e-01  ,8.995770061801e-01  ,1.385577401326e+00  ,4.143506599795e-01  ,8.986510630750e-01  ,9.005029492851e-01  
  1.056793155226e-08  ,9.403891183265e-01  ,-1.983796259878e-03  ,8.999639030232e-01  ,8.996318551778e-01  ,1.370158462186e+00  ,4.297693438600e-01  ,8.986399570478e-01  ,9.006237533077e-01  
  1.066793231371e-08  ,9.089582230385e-01  ,-2.119951093488e-03  ,8.999637739719e-01  ,8.996851098412e-01  ,1.354442885491e+00  ,4.454846624526e-01  ,8.986251342944e-01  ,9.007450853879e-01  
  1.076793307516e-08  ,8.769538896867e-01  ,-2.260826006694e-03  ,8.999636436026e-01  ,8.997366976147e-01  ,1.338440588446e+00  ,4.614866987593e-01  ,8.986062846114e-01  ,9.008671106181e-01  
  1.086793383661e-08  ,8.443963543010e-01  ,-2.407001074714e-03  ,8.999635120413e-01  ,8.997865409139e-01  ,1.322161689192e+00  ,4.777653348908e-01  ,8.985830403766e-01  ,9.009900414513e-01  
  1.096793459806e-08  ,8.113062228317e-01  ,-2.559147585517e-03  ,8.999633794335e-01  ,8.998345688819e-01  ,1.305616490849e+00  ,4.943102680176e-01  ,8.985549950891e-01  ,9.011141426746e-01  
  1.106793535951e-08  ,7.777044476072e-01  ,-2.718010960410e-03  ,8.999632459388e-01  ,8.998807240051e-01  ,1.288815469742e+00  ,5.111110221352e-01  ,8.985217185249e-01  ,9.012397294854e-01  
  1.116793612096e-08  ,7.436123082648e-01  ,-2.884392200357e-03  ,8.999631117261e-01  ,8.999249618214e-01  ,1.271769265858e+00  ,5.281569575937e-01  ,8.984827657212e-01  ,9.013671579216e-01  
  1.126793688241e-08  ,7.090513952175e-01  ,-3.059129728702e-03  ,8.999629769677e-01  ,8.999672450743e-01  ,1.254488674576e+00  ,5.454372793589e-01  ,8.984376802099e-01  ,9.014968099386e-01  
  1.136793764386e-08  ,6.740435945056e-01  ,-3.243082885568e-03  ,8.999628418360e-01  ,9.000075358984e-01  ,1.236984639089e+00  ,5.629410445832e-01  ,8.983859944556e-01  ,9.016290773412e-01  
  1.146793840531e-08  ,6.386110733152e-01  ,-3.437117479257e-03  ,8.999627065012e-01  ,9.000457901241e-01  ,1.219268243159e+00  ,5.806571698436e-01  ,8.983272313844e-01  ,9.017643488637e-01  
  1.156793916676e-08  ,6.027707607907e-01  ,-3.641880431956e-03  ,8.999625710949e-01  ,9.000819697740e-01  ,1.201347951490e+00  ,5.985771906995e-01  ,8.982610295580e-01  ,9.019029099900e-01  
  1.166793992821e-08  ,5.665511772927e-01  ,-3.858437695263e-03  ,8.999624358299e-01  ,9.001160072123e-01  ,1.183238024476e+00  ,6.166868471835e-01  ,8.981867883647e-01  ,9.020452260599e-01  
  1.176794068966e-08  ,5.299792140427e-01  ,-4.087738029165e-03  ,8.999623008700e-01  ,9.001478425777e-01  ,1.164951907891e+00  ,6.349726938487e-01  ,8.981039735631e-01  ,9.021917115923e-01  
