  Time                 , V(N00099)-V(N00103)  , V(N00115)-V(N00119)  , (V(N00099)+V(N00103))/2, (V(N00115)+V(N00119))/2, V(N00099)            , V(N00103)            , V(N00115)            , V(N00119)            
  1.354436092293e-10  ,1.453949497178e-03  ,3.137289354048e-04  ,8.999625450172e-01  ,8.999389320536e-01  ,9.006895197658e-01  ,8.992355702686e-01  ,9.000957965213e-01  ,8.997820675859e-01  
  2.270391844427e-10  ,5.652414100428e-03  ,3.137316635097e-04  ,8.999626915450e-01  ,8.999389229815e-01  ,9.027888985952e-01  ,8.971364844948e-01  ,9.000957888132e-01  ,8.997820571497e-01  
  3.270399458921e-10  ,1.401204835726e-02  ,3.138036359031e-04  ,8.999628682229e-01  ,8.999388565312e-01  ,9.069688924016e-01  ,8.929568440443e-01  ,9.000957583492e-01  ,8.997819547133e-01  
  4.270407073414e-10  ,2.623248912597e-02  ,3.142190732677e-04  ,8.999630785689e-01  ,8.999385064149e-01  ,9.130793231319e-01  ,8.868468340059e-01  ,9.000956159516e-01  ,8.997813968783e-01  
  5.270414687907e-10  ,4.202008419206e-02  ,3.157086388020e-04  ,8.999633094706e-01  ,8.999370199193e-01  ,9.209733515666e-01  ,8.789532673746e-01  ,9.000948742387e-01  ,8.997791655999e-01  
  6.270422302401e-10  ,6.095483653824e-02  ,3.197312840155e-04  ,8.999635367607e-01  ,8.999325485296e-01  ,9.304409550298e-01  ,8.694861184916e-01  ,9.000924141716e-01  ,8.997726828876e-01  
  7.270429916894e-10  ,8.257523116369e-02  ,3.285532006881e-04  ,8.999637440640e-01  ,8.999225943729e-01  ,9.412513596458e-01  ,8.586761284821e-01  ,9.000868709732e-01  ,8.997583177725e-01  
  8.270437531387e-10  ,1.064341027577e-01  ,3.449295846262e-04  ,8.999639250523e-01  ,8.999051544201e-01  ,9.531809764311e-01  ,8.467468736734e-01  ,9.000776192124e-01  ,8.997326896278e-01  
  9.270445145881e-10  ,1.321270994498e-01  ,3.713859573699e-04  ,8.999640841857e-01  ,8.998799254699e-01  ,9.660276339106e-01  ,8.339005344608e-01  ,9.000656184485e-01  ,8.996942324912e-01  
  1.027045276037e-09  ,1.593026692234e-01  ,4.093747170867e-04  ,8.999642337274e-01  ,8.998486930252e-01  ,9.796155683391e-01  ,8.203128991157e-01  ,9.000533803838e-01  ,8.996440056667e-01  
  1.100258871934e-09  ,1.799806403326e-01  ,4.445549619621e-04  ,8.999643437494e-01  ,8.998236359161e-01  ,9.899546639157e-01  ,8.099740235831e-01  ,9.000459133970e-01  ,8.996013584351e-01  
  1.158745929620e-09  ,1.968956449551e-01  ,4.768121744930e-04  ,8.999644344376e-01  ,8.998033313273e-01  ,9.984122569152e-01  ,8.015166119600e-01  ,9.000417374145e-01  ,8.995649252400e-01  
  1.222692865900e-09  ,2.157230630726e-01  ,5.156082084258e-04  ,8.999645367577e-01  ,8.997818135209e-01  ,1.007826068294e+00  ,7.921030052214e-01  ,9.000396176251e-01  ,8.995240094167e-01  
  1.298607297263e-09  ,2.384469608650e-01  ,5.651051853051e-04  ,8.999646600147e-01  ,8.997579881197e-01  ,1.019188140447e+00  ,7.807411795822e-01  ,9.000405407123e-01  ,8.994754355270e-01  
  1.384696427754e-09  ,2.646122170483e-01  ,6.236989596520e-04  ,8.999647972807e-01  ,8.997332439993e-01  ,1.032270905805e+00  ,7.676586887565e-01  ,9.000450934791e-01  ,8.994213945194e-01  
  1.484697189203e-09  ,2.954102537367e-01  ,6.922315117198e-04  ,8.999649479430e-01  ,8.997058441763e-01  ,1.047670074811e+00  ,7.522598210746e-01  ,9.000519599322e-01  ,8.993597284204e-01  
  1.584697950653e-09  ,3.265250751571e-01  ,7.588660977550e-04  ,8.999650866702e-01  ,8.996766618899e-01  ,1.063227624249e+00  ,7.367025490916e-01  ,9.000560949388e-01  ,8.992972288410e-01  
  1.684698712102e-09  ,3.578490349079e-01  ,8.218647827561e-04  ,8.999652134486e-01  ,8.996418362849e-01  ,1.078889730903e+00  ,7.210406959947e-01  ,9.000527686762e-01  ,8.992309038935e-01  
  1.784699473551e-09  ,3.892878208364e-01  ,8.800779217401e-04  ,8.999653293111e-01  ,8.995980553541e-01  ,1.094609239729e+00  ,7.053214188928e-01  ,9.000380943150e-01  ,8.991580163933e-01  
  1.884700235001e-09  ,4.207597530661e-01  ,9.326300289197e-04  ,8.999654353345e-01  ,8.995435789880e-01  ,1.110345311868e+00  ,6.895855588014e-01  ,9.000098940025e-01  ,8.990772639736e-01  
  1.984700996450e-09  ,4.521941150367e-01  ,9.786075922941e-04  ,8.999655324988e-01  ,8.994787193579e-01  ,1.126062590017e+00  ,6.738684749804e-01  ,8.999680231540e-01  ,8.989894155617e-01  
  2.084701757899e-09  ,4.835294033728e-01  ,1.016910983798e-03  ,8.999656219101e-01  ,8.994055573583e-01  ,1.141730323597e+00  ,6.582009202237e-01  ,8.999140128502e-01  ,8.988971018664e-01  
  2.184702519349e-09  ,5.147117620455e-01  ,1.046322676197e-03  ,8.999657048646e-01  ,8.993270026487e-01  ,1.157321585887e+00  ,6.426098238419e-01  ,8.998501639868e-01  ,8.988038413106e-01  
  2.284703280798e-09  ,5.456936557047e-01  ,1.065735789084e-03  ,8.999657826683e-01  ,8.992456161242e-01  ,1.172812610521e+00  ,6.271189548159e-01  ,8.997784840187e-01  ,8.987127482297e-01  
  2.384704042247e-09  ,5.764327698998e-01  ,1.074423828974e-03  ,8.999658564317e-01  ,8.991627181330e-01  ,1.188182241382e+00  ,6.117494714818e-01  ,8.996999300475e-01  ,8.986255062185e-01  
  2.484704803697e-09  ,6.068911080323e-01  ,1.072233392215e-03  ,8.999659270129e-01  ,8.990781459479e-01  ,1.203411481029e+00  ,5.965203729968e-01  ,8.996142626440e-01  ,8.985420292518e-01  
  2.584705565146e-09  ,6.370342532585e-01  ,1.059633404031e-03  ,8.999659950853e-01  ,8.989906988146e-01  ,1.218483121715e+00  ,5.814488684560e-01  ,8.995205155166e-01  ,8.984608821126e-01  
  2.684706326596e-09  ,6.668307667477e-01  ,1.037624152305e-03  ,8.999660611989e-01  ,8.988989964736e-01  ,1.233381444573e+00  ,5.665506778250e-01  ,8.994178085497e-01  ,8.983801843974e-01  
  2.784707088045e-09  ,6.962516979214e-01  ,1.007563284358e-03  ,8.999661257664e-01  ,8.988023269946e-01  ,1.248091974727e+00  ,5.518402768057e-01  ,8.993061086368e-01  ,8.982985453524e-01  
  2.884707849494e-09  ,7.252701863707e-01  ,9.709844665130e-04  ,8.999661890147e-01  ,8.987011204216e-01  ,1.262601282200e+00  ,5.373310958293e-01  ,8.991866126548e-01  ,8.982156281883e-01  
  2.984708610944e-09  ,7.538611387416e-01  ,9.294671907709e-04  ,8.999662509885e-01  ,8.985968961163e-01  ,1.276896820359e+00  ,5.230356816177e-01  ,8.990616297117e-01  ,8.981321625209e-01  
  3.084709372393e-09  ,7.820009669078e-01  ,8.845782178494e-04  ,8.999663116367e-01  ,8.984917746511e-01  ,1.290966795091e+00  ,5.089658281828e-01  ,8.989340637601e-01  ,8.980494855422e-01  
  3.184710133842e-09  ,8.096673762287e-01  ,8.378672830868e-04  ,8.999663709294e-01  ,8.983878096226e-01  ,1.304800059044e+00  ,4.951326828150e-01  ,8.988067432641e-01  ,8.979688759810e-01  
  3.284710895292e-09  ,8.368391946900e-01  ,7.908787221471e-04  ,8.999664289253e-01  ,8.982864277299e-01  ,1.318386026270e+00  ,4.815468315803e-01  ,8.986818670910e-01  ,8.978909883689e-01  
  3.384711656741e-09  ,8.634962353506e-01  ,7.451426498194e-04  ,8.999664857459e-01  ,8.981881794391e-01  ,1.331714603421e+00  ,4.682183680706e-01  ,8.985607507640e-01  ,8.978156081141e-01  
  3.484712418190e-09  ,8.896191858767e-01  ,7.021287861509e-04  ,8.999665414818e-01  ,8.980928533381e-01  ,1.344776134420e+00  ,4.551569485434e-01  ,8.984439177311e-01  ,8.977417889450e-01  
  3.584713179640e-09  ,9.151895200961e-01  ,6.631704442176e-04  ,8.999665960999e-01  ,8.979998614455e-01  ,1.357561356148e+00  ,4.423718360518e-01  ,8.983314466676e-01  ,8.976682762233e-01  
  3.684713941089e-09  ,9.401894274752e-01  ,6.293829464530e-04  ,8.999666494106e-01  ,8.979087120771e-01  ,1.370061363148e+00  ,4.298719356730e-01  ,8.982234035504e-01  ,8.975940206039e-01  
  3.784714702538e-09  ,9.646017572092e-01  ,6.016030100882e-04  ,8.999667011094e-01  ,8.978193758003e-01  ,1.382267579714e+00  ,4.176658225049e-01  ,8.981201773054e-01  ,8.975185742953e-01  
  3.884715463988e-09  ,9.884099742383e-01  ,5.803646862962e-04  ,8.999667508628e-01  ,8.977324131776e-01  ,1.394171737982e+00  ,4.057617637437e-01  ,8.980225955208e-01  ,8.974422308345e-01  
  3.984716225437e-09  ,1.011598124972e+00  ,5.659106302413e-04  ,8.999667983882e-01  ,8.976488401781e-01  ,1.405765860874e+00  ,3.941677359020e-01  ,8.979317954932e-01  ,8.973658848630e-01  
  4.084716986886e-09  ,1.034150810890e+00  ,5.582238126424e-04  ,8.999668434920e-01  ,8.975698140003e-01  ,1.417042248937e+00  ,3.828914380469e-01  ,8.978489259066e-01  ,8.972907020939e-01  
  4.184717748336e-09  ,1.056053168493e+00  ,5.570603543397e-04  ,8.999668860578e-01  ,8.974962862567e-01  ,1.427993470304e+00  ,3.719403018112e-01  ,8.977748164339e-01  ,8.972177560796e-01  
  4.284718509785e-09  ,1.077290854384e+00  ,5.619697907765e-04  ,8.999669260061e-01  ,8.974287684848e-01  ,1.438612353198e+00  ,3.613214988143e-01  ,8.977097533802e-01  ,8.971477835894e-01  
  4.384719271234e-09  ,1.097850034465e+00  ,5.723007380843e-04  ,8.999669632516e-01  ,8.973672923269e-01  ,1.448891980484e+00  ,3.510419460192e-01  ,8.976534426959e-01  ,8.970811419578e-01  
  4.484720032684e-09  ,1.117717376472e+00  ,5.872013286867e-04  ,8.999669976811e-01  ,8.973115554120e-01  ,1.458825685917e+00  ,3.411083094449e-01  ,8.976051560763e-01  ,8.970179547476e-01  
  4.584720794133e-09  ,1.136880045173e+00  ,6.056294498139e-04  ,8.999670291553e-01  ,8.972611667167e-01  ,1.468407051742e+00  ,3.315270065690e-01  ,8.975639814416e-01  ,8.969583519918e-01  
  4.684721555582e-09  ,1.155325699687e+00  ,6.263854435008e-04  ,8.999670575268e-01  ,8.972158747518e-01  ,1.477629907370e+00  ,3.223042076832e-01  ,8.975290674735e-01  ,8.969026820300e-01  
  4.784722317032e-09  ,1.173042492480e+00  ,6.481710240746e-04  ,8.999670826628e-01  ,8.971756862532e-01  ,1.486488328903e+00  ,3.134458364228e-01  ,8.974997717653e-01  ,8.968516007412e-01  
  4.884723078481e-09  ,1.190019069628e+00  ,6.696670680992e-04  ,8.999671044614e-01  ,8.971408439369e-01  ,1.494976639275e+00  ,3.049575696474e-01  ,8.974756774710e-01  ,8.968060104029e-01  
  4.984723839930e-09  ,1.206244572083e+00  ,6.896146977192e-04  ,8.999671228612e-01  ,8.971116967949e-01  ,1.503089408903e+00  ,2.968448368196e-01  ,8.974565041438e-01  ,8.967668894460e-01  
  5.084724601380e-09  ,1.221708637690e+00  ,7.068822891655e-04  ,8.999671378412e-01  ,8.970885359470e-01  ,1.510821456686e+00  ,2.891128189963e-01  ,8.974419770916e-01  ,8.967350948024e-01  
  5.184725362829e-09  ,1.236401403787e+00  ,7.205063219736e-04  ,8.999671494162e-01  ,8.970714702186e-01  ,1.518167851310e+00  ,2.817664475226e-01  ,8.974317233796e-01  ,8.967112170576e-01  
  5.284726124278e-09  ,1.250313510241e+00  ,7.297038772627e-04  ,8.999671576260e-01  ,8.970603850034e-01  ,1.525123912747e+00  ,2.748104025055e-01  ,8.974252369420e-01  ,8.966955330648e-01  
  5.384726885728e-09  ,1.263436102771e+00  ,7.338647217203e-04  ,8.999671625217e-01  ,8.970549850742e-01  ,1.531685213907e+00  ,2.682491111363e-01  ,8.974219174351e-01  ,8.966880527133e-01  
  5.484727647177e-09  ,1.275760836443e+00  ,7.325369581392e-04  ,8.999671641510e-01  ,8.970548877374e-01  ,1.537847582372e+00  ,2.620867459297e-01  ,8.974211562165e-01  ,8.966886192584e-01  
  5.584728408626e-09  ,1.287279879218e+00  ,7.254197925782e-04  ,8.999671625469e-01  ,8.970597197749e-01  ,1.543607102156e+00  ,2.563272229382e-01  ,8.974224296712e-01  ,8.966970098786e-01  
  5.684729170076e-09  ,1.297985915464e+00  ,7.123705744250e-04  ,8.999671577234e-01  ,8.970691806587e-01  ,1.548960115455e+00  ,2.509741999913e-01  ,8.974253659459e-01  ,8.967129953715e-01  
  5.784729931525e-09  ,1.307872149383e+00  ,6.934239923194e-04  ,8.999671496798e-01  ,8.970830567419e-01  ,1.553903224371e+00  ,2.460310749885e-01  ,8.974297687381e-01  ,8.967363447458e-01  
  5.884730692974e-09  ,1.316933796344e+00  ,6.687284055392e-04  ,8.999671384111e-01  ,8.971012307891e-01  ,1.558434036583e+00  ,2.415002402393e-01  ,8.974355949919e-01  ,8.967668665863e-01  
  5.984731454424e-09  ,1.325162471479e+00  ,6.388220787503e-04  ,8.999671239173e-01  ,8.971235054281e-01  ,1.562548359657e+00  ,2.373858881779e-01  ,8.974429164675e-01  ,8.968040943887e-01  
  6.084732215873e-09  ,1.332553705908e+00  ,6.043394777520e-04  ,8.999671062193e-01  ,8.971497329718e-01  ,1.566243959174e+00  ,2.336902532651e-01  ,8.974519027107e-01  ,8.968475632329e-01  
  6.184732977322e-09  ,1.339103085043e+00  ,5.660869641804e-04  ,8.999670853507e-01  ,8.971797012568e-01  ,1.569518627872e+00  ,2.304155428292e-01  ,8.974627447388e-01  ,8.968966577747e-01  
  6.284733738772e-09  ,1.344806560587e+00  ,5.249768282893e-04  ,8.999670613472e-01  ,8.972131490660e-01  ,1.572370341641e+00  ,2.275637810537e-01  ,8.974756374801e-01  ,8.969506606518e-01  
  6.384734500221e-09  ,1.349660558391e+00  ,4.819611346091e-04  ,8.999670342334e-01  ,8.972497928607e-01  ,1.574797313429e+00  ,2.251367550377e-01  ,8.974907734280e-01  ,8.970088122934e-01  
  6.484735261670e-09  ,1.353662018042e+00  ,4.379740291057e-04  ,8.999670040126e-01  ,8.972893547211e-01  ,1.576798013034e+00  ,2.231359949915e-01  ,8.975083417357e-01  ,8.970703677066e-01  
  6.584736023120e-09  ,1.356808409010e+00  ,3.938908255989e-04  ,8.999669706654e-01  ,8.973315818165e-01  ,1.578371175170e+00  ,2.215627661606e-01  ,8.975285272293e-01  ,8.971346364037e-01  
  6.684736784569e-09  ,1.359097738149e+00  ,3.505059496420e-04  ,8.999669341580e-01  ,8.973762533030e-01  ,1.579515803233e+00  ,2.204180650835e-01  ,8.975515062778e-01  ,8.972010003282e-01  
  6.784737546018e-09  ,1.360528553582e+00  ,3.085250120557e-04  ,8.999668944570e-01  ,8.974231768989e-01  ,1.580231171248e+00  ,2.197026176662e-01  ,8.975774394049e-01  ,8.972689143929e-01  
  6.884738307468e-09  ,1.361099946792e+00  ,2.685622736530e-04  ,8.999668515435e-01  ,8.974721812160e-01  ,1.580516824939e+00  ,2.194168781477e-01  ,8.976064623528e-01  ,8.973379000792e-01  
  6.984739068917e-09  ,1.360811553699e+00  ,2.311349543073e-04  ,8.999668054226e-01  ,8.975231098862e-01  ,1.580372582272e+00  ,2.195610285730e-01  ,8.976386773634e-01  ,8.974075424090e-01  
  7.084739830366e-09  ,1.359663555056e+00  ,1.966496531244e-04  ,8.999667561239e-01  ,8.975758203619e-01  ,1.579798533652e+00  ,2.201349785957e-01  ,8.976741451885e-01  ,8.974774955354e-01  
  7.184740591816e-09  ,1.357656676345e+00  ,1.653815788020e-04  ,8.999667036968e-01  ,8.976301861223e-01  ,1.578795041869e+00  ,2.211383655243e-01  ,8.977128769117e-01  ,8.975474953329e-01  
  7.284741353265e-09  ,1.354792187256e+00  ,1.374519325719e-04  ,8.999666482021e-01  ,8.976860982330e-01  ,1.577362741830e+00  ,2.225705545742e-01  ,8.977548241993e-01  ,8.976173722668e-01  
  7.384742114714e-09  ,1.351071411377e+00  ,1.128457680055e-04  ,8.999665896909e-01  ,8.977434850310e-01  ,1.575502295379e+00  ,2.244308840026e-01  ,8.977999079150e-01  ,8.976870621470e-01  
  7.484742876164e-09  ,1.346497503467e+00  ,9.131700076459e-05  ,8.999665282618e-01  ,8.978022201526e-01  ,1.573215279995e+00  ,2.267177765282e-01  ,8.978478786529e-01  ,8.977565616522e-01  
  7.584743637613e-09  ,1.341073191261e+00  ,7.246227120461e-05  ,8.999664639827e-01  ,8.978622196892e-01  ,1.570503059613e+00  ,2.294298683520e-01  ,8.978984508248e-01  ,8.978259885536e-01  
  7.684744399062e-09  ,1.334801838983e+00  ,5.573824842486e-05  ,8.999663969397e-01  ,8.979233732517e-01  ,1.567367316431e+00  ,2.325654774481e-01  ,8.979512423759e-01  ,8.978955041275e-01  
  7.784745160512e-09  ,1.327687379278e+00  ,4.049507515524e-05  ,8.999663272392e-01  ,8.979855460791e-01  ,1.563810016878e+00  ,2.361226376001e-01  ,8.980057936166e-01  ,8.979652985415e-01  
  7.884745921961e-09  ,1.319734294056e+00  ,2.601165560046e-05  ,8.999662550071e-01  ,8.980485887177e-01  ,1.559833402035e+00  ,2.400991079792e-01  ,8.980615945455e-01  ,8.980355828899e-01  
  7.984746683410e-09  ,1.310947605962e+00  ,1.152833544604e-05  ,8.999661803859e-01  ,8.981123535462e-01  ,1.555439983367e+00  ,2.444923774048e-01  ,8.981181177139e-01  ,8.981065893785e-01  
  8.084747444860e-09  ,1.301332871826e+00  ,-3.726238155255e-06  ,8.999661035295e-01  ,8.981767117538e-01  ,1.550632539442e+00  ,2.492996676166e-01  ,8.981748486347e-01  ,8.981785748729e-01  
  8.184748206309e-09  ,1.290896176637e+00  ,-2.051460742847e-05  ,8.999660245953e-01  ,8.982415627505e-01  ,1.545414112914e+00  ,2.545179362766e-01  ,8.982313054468e-01  ,8.982518200542e-01  
  8.284748967758e-09  ,1.279644127932e+00  ,-3.957465713333e-05  ,8.999659437370e-01  ,8.983068307037e-01  ,1.539788007703e+00  ,2.601438797710e-01  ,8.982870433751e-01  ,8.983266180322e-01  
  8.384749729208e-09  ,1.267583850475e+00  ,-6.160576931613e-05  ,8.999658610979e-01  ,8.983724486278e-01  ,1.533757786335e+00  ,2.661739358606e-01  ,8.983416457431e-01  ,8.984032515125e-01  
  8.484750490657e-09  ,1.254722981103e+00  ,-8.725467952686e-05  ,8.999657768075e-01  ,8.984383364263e-01  ,1.527327267359e+00  ,2.726042862561e-01  ,8.983947090865e-01  ,8.984819637660e-01  
  8.584751252106e-09  ,1.241069663557e+00  ,-1.171000232434e-04  ,8.999656909796e-01  ,8.985043825620e-01  ,1.520500522758e+00  ,2.794308592013e-01  ,8.984458325503e-01  ,8.985629325736e-01  
  8.684752013556e-09  ,1.226632543175e+00  ,-1.516361394088e-04  ,8.999656037129e-01  ,8.985704379170e-01  ,1.513281875300e+00  ,2.866493321255e-01  ,8.984946198473e-01  ,8.986462559867e-01  
  8.784752775005e-09  ,1.211420761374e+00  ,-1.912579580476e-04  ,8.999655150922e-01  ,8.986363252971e-01  ,1.505675895779e+00  ,2.942551344054e-01  ,8.985406963180e-01  ,8.987319542761e-01  
  8.884753536454e-09  ,1.195443949861e+00  ,-2.362493593816e-04  ,8.999654251889e-01  ,8.987018612460e-01  ,1.497687400120e+00  ,3.022434502582e-01  ,8.985837365663e-01  ,8.988199859257e-01  
  8.984754297904e-09  ,1.178712224565e+00  ,-2.867771701506e-04  ,8.999653340605e-01  ,8.987668814803e-01  ,1.489321446343e+00  ,3.106092217778e-01  ,8.986234928952e-01  ,8.989102700653e-01  
  9.084755059353e-09  ,1.161236179261e+00  ,-3.428921308534e-04  ,8.999652417490e-01  ,8.988312597445e-01  ,1.480583331380e+00  ,3.193471521184e-01  ,8.986598136790e-01  ,8.990027058099e-01  
  9.184755820802e-09  ,1.143026878899e+00  ,-4.045370395471e-04  ,8.999651482788e-01  ,8.988949128487e-01  ,1.471478587728e+00  ,3.284517088295e-01  ,8.986926443289e-01  ,8.990971813685e-01  
  9.284756582252e-09  ,1.124095852622e+00  ,-4.715611853613e-04  ,8.999650536553e-01  ,8.989577906409e-01  ,1.462012979966e+00  ,3.379171273442e-01  ,8.987220100482e-01  ,8.991935712336e-01  
  9.384757343701e-09  ,1.104455086492e+00  ,-5.437393819644e-04  ,8.999649578651e-01  ,8.990198559759e-01  ,1.452192501111e+00  ,3.477374146190e-01  ,8.987479862849e-01  ,8.992917256668e-01  
  9.484758105150e-09  ,1.084117015904e+00  ,-6.207935290590e-04  ,8.999648608790e-01  ,8.990810636072e-01  ,1.442023368831e+00  ,3.579063529268e-01  ,8.987706668427e-01  ,8.993914603717e-01  
  9.584758866600e-09  ,1.063094517721e+00  ,-7.024146809935e-04  ,8.999647626565e-01  ,8.991413468191e-01  ,1.431512021517e+00  ,3.684175037961e-01  ,8.987901394786e-01  ,8.994925541596e-01  
  9.684759628049e-09  ,1.041397612811e+00  ,-7.883625225801e-04  ,8.999646631676e-01  ,8.992006406154e-01  ,1.420663469573e+00  ,3.792658567621e-01  ,8.988064593542e-01  ,8.995948218767e-01  
  9.784760389498e-09  ,1.019045717203e+00  ,-8.781918489325e-04  ,8.999645623498e-01  ,8.992588056111e-01  ,1.409487420951e+00  ,3.904417037482e-01  ,8.988197096866e-01  ,8.996979015356e-01  
  9.884761150948e-09  ,9.960515018839e-01  ,-9.716529114278e-04  ,8.999644601638e-01  ,8.993157567571e-01  ,1.397990211106e+00  ,4.019387092218e-01  ,8.988299303014e-01  ,8.998015832128e-01  
  9.984761912397e-09  ,9.724289695071e-01  ,-1.068512764290e-03  ,8.999643565788e-01  ,8.993714289084e-01  ,1.386178841332e+00  ,4.137498718252e-01  ,8.988371725263e-01  ,8.999056852906e-01  
  1.008476267385e-08  ,9.481928409732e-01  ,-1.168583622069e-03  ,8.999642515774e-01  ,8.994257886049e-01  ,1.374060672064e+00  ,4.258678310909e-01  ,8.988414967939e-01  ,9.000100804160e-01  
  1.018476343530e-08  ,9.233583528418e-01  ,-1.271739977141e-03  ,8.999641451535e-01  ,8.994788309085e-01  ,1.361643321574e+00  ,4.382849687325e-01  ,8.988429609200e-01  ,9.001147008971e-01  
  1.028476419675e-08  ,8.979411794134e-01  ,-1.377931823234e-03  ,8.999640373122e-01  ,8.995305656018e-01  ,1.348934627019e+00  ,4.509934476055e-01  ,8.988415996902e-01  ,9.002195315134e-01  
  1.038476495819e-08  ,8.719573939007e-01  ,-1.487195962992e-03  ,8.999639280738e-01  ,8.995809993143e-01  ,1.335942625024e+00  ,4.639852311234e-01  ,8.988374013328e-01  ,9.003245972958e-01  
  1.048476571964e-08  ,8.454234436189e-01  ,-1.599665172890e-03  ,8.999638174756e-01  ,8.996301206669e-01  ,1.322675539285e+00  ,4.772520956662e-01  ,8.988302880804e-01  ,9.004299532533e-01  
  1.058476648109e-08  ,8.183561314585e-01  ,-1.715574081994e-03  ,8.999637055743e-01  ,8.996778935527e-01  ,1.309141771304e+00  ,4.907856398451e-01  ,8.988201065117e-01  ,9.005356805937e-01  
  1.068476724254e-08  ,7.907726007357e-01  ,-1.835260493321e-03  ,8.999635924462e-01  ,8.997242600109e-01  ,1.295349892814e+00  ,5.045772920784e-01  ,8.988066297643e-01  ,9.006418902576e-01  
  1.078476800399e-08  ,7.626903219555e-01  ,-1.959161362131e-03  ,8.999634781870e-01  ,8.997691503370e-01  ,1.281308639165e+00  ,5.186183172092e-01  ,8.987895696560e-01  ,9.007487310181e-01  
  1.088476876544e-08  ,7.341270806004e-01  ,-2.087803527748e-03  ,8.999633629100e-01  ,8.998124955780e-01  ,1.267026903210e+00  ,5.328998226098e-01  ,8.987685938141e-01  ,9.008563973419e-01  
  1.098476952689e-08  ,7.050965196063e-01  ,-2.221631829003e-03  ,8.999632467154e-01  ,8.998542499149e-01  ,1.252511506519e+00  ,5.474149869123e-01  ,8.987434340004e-01  ,9.009650658294e-01  
  1.108477028834e-08  ,6.756247245913e-01  ,-2.361563093117e-03  ,8.999631297995e-01  ,8.998943449233e-01  ,1.237775492095e+00  ,5.621507675038e-01  ,8.987135633767e-01  ,9.010751264698e-01  
  1.118477104979e-08  ,6.457283242937e-01  ,-2.508244367668e-03  ,8.999630122896e-01  ,8.999327556872e-01  ,1.222827174436e+00  ,5.770988501427e-01  ,8.986786335034e-01  ,9.011868778711e-01  
  1.128477181124e-08  ,6.154254885755e-01  ,-2.662392822216e-03  ,8.999628943288e-01  ,8.999694555487e-01  ,1.207675638617e+00  ,5.922501500411e-01  ,8.986382591376e-01  ,9.013006519598e-01  
  1.138477257269e-08  ,5.847350856609e-01  ,-2.824753930626e-03  ,8.999627760678e-01  ,9.000044111468e-01  ,1.192330318898e+00  ,6.075952332374e-01  ,8.985920341815e-01  ,9.014167881121e-01  
  1.148477333414e-08  ,5.536764018730e-01  ,-2.996081008746e-03  ,8.999626576555e-01  ,9.000375794591e-01  ,1.176800858592e+00  ,6.231244567190e-01  ,8.985395389547e-01  ,9.015356199635e-01  
  1.158477409559e-08  ,5.222642235043e-01  ,-3.176937147194e-03  ,8.999625392061e-01  ,9.000689227994e-01  ,1.161094650958e+00  ,6.388304274539e-01  ,8.984804542258e-01  ,9.016573913730e-01  
