  Time                 , V(N00099)-V(N00103)  , V(N00115)-V(N00119)  , (V(N00099)+V(N00103))/2, (V(N00115)+V(N00119))/2, V(N00099)            , V(N00103)            , V(N00115)            , V(N00119)            
  2.935022915386e-09  ,4.431351358409e-01  ,-3.471038370357e-04  ,8.999651680196e-01  ,9.001043499388e-01  ,1.121532735940e+00  ,6.783976000992e-01  ,8.999307980203e-01  ,9.002779018573e-01  
  3.035023676835e-09  ,4.618967102843e-01  ,-3.236089783453e-04  ,8.999652364296e-01  ,9.001004477185e-01  ,1.130913591572e+00  ,6.690168812875e-01  ,8.999386432294e-01  ,9.002622522077e-01  
  3.135024438284e-09  ,4.805982453508e-01  ,-2.930899137639e-04  ,8.999653039463e-01  ,9.001002674898e-01  ,1.140264426622e+00  ,6.596661812709e-01  ,8.999537225329e-01  ,9.002468124467e-01  
  3.235025199734e-09  ,4.992344834057e-01  ,-2.563888090232e-04  ,8.999653705843e-01  ,9.001027484893e-01  ,1.149582612287e+00  ,6.503481288814e-01  ,8.999745540848e-01  ,9.002309428938e-01  
  3.335025961183e-09  ,5.178005983742e-01  ,-2.145840064310e-04  ,8.999654363241e-01  ,9.001060411037e-01  ,1.158865735511e+00  ,6.410651371370e-01  ,8.999987491005e-01  ,9.002133331069e-01  
  3.435026722632e-09  ,5.362921193207e-01  ,-1.689339271270e-04  ,8.999655011210e-01  ,9.001080557543e-01  ,1.168111560781e+00  ,6.318194414606e-01  ,9.000235887907e-01  ,9.001925227179e-01  
  3.535027484082e-09  ,5.547048681527e-01  ,-1.207929248493e-04  ,8.999655649168e-01  ,9.001070446175e-01  ,1.177317998993e+00  ,6.226131308405e-01  ,9.000466481551e-01  ,9.001674410799e-01  
  3.635028245531e-09  ,5.730349087980e-01  ,-7.151589364407e-05  ,8.999656276579e-01  ,9.001020590663e-01  ,1.186483082057e+00  ,6.134481732588e-01  ,9.000663011194e-01  ,9.001378170131e-01  
  3.735029006980e-09  ,5.912785057441e-01  ,-2.237230214841e-05  ,8.999656893162e-01  ,9.000931574523e-01  ,1.195604942188e+00  ,6.043264364442e-01  ,9.000819713013e-01  ,9.001043436034e-01  
  3.835029768430e-09  ,6.094320902519e-01  ,2.551377135596e-05  ,8.999657499103e-01  ,9.000813125390e-01  ,1.204681795036e+00  ,5.952497047843e-01  ,9.000940694247e-01  ,9.000685556533e-01  
  3.935030529879e-09  ,6.274922328607e-01  ,7.119024465629e-05  ,8.999658095121e-01  ,9.000680615437e-01  ,1.213711925942e+00  ,5.862196930817e-01  ,9.001036566660e-01  ,9.000324664213e-01  
  4.035031291328e-09  ,6.454556210296e-01  ,1.138728084737e-04  ,8.999658682356e-01  ,9.000550175812e-01  ,1.222693678750e+00  ,5.772380577208e-01  ,9.001119539854e-01  ,8.999980811769e-01  
  4.135032052778e-09  ,6.633190409548e-01  ,1.529197391443e-04  ,8.999659262082e-01  ,9.000433933375e-01  ,1.231625446686e+00  ,5.683064057308e-01  ,9.001198532071e-01  ,8.999669334679e-01  
  4.235032814227e-09  ,6.810793627837e-01  ,1.877992417505e-04  ,8.999659835356e-01  ,9.000336718139e-01  ,1.240505664927e+00  ,5.594263021437e-01  ,9.001275714348e-01  ,8.999397721931e-01  
  4.335033575676e-09  ,6.987335286030e-01  ,2.180628731708e-04  ,8.999660402765e-01  ,9.000255072005e-01  ,1.249332804578e+00  ,5.505992759750e-01  ,9.001345386371e-01  ,8.999164757640e-01  
  4.435034337126e-09  ,7.162785427022e-01  ,2.433354957668e-04  ,8.999660964335e-01  ,9.000178695973e-01  ,1.258105367785e+00  ,5.418268250824e-01  ,9.001395373452e-01  ,8.998962018494e-01  
  4.535035098575e-09  ,7.337114637061e-01  ,2.633264996730e-04  ,8.999661519641e-01  ,9.000093787314e-01  ,1.266821883817e+00  ,5.331104201110e-01  ,9.001410419812e-01  ,8.998777154815e-01  
  4.635035860024e-09  ,7.510293982362e-01  ,2.778598166292e-04  ,8.999662068034e-01  ,8.999987210739e-01  ,1.275480905922e+00  ,5.244515076853e-01  ,9.001376509822e-01  ,8.998597911656e-01  
  4.735036621474e-09  ,7.682294958202e-01  ,2.869134607186e-04  ,8.999662608924e-01  ,8.999850255948e-01  ,1.284081008803e+00  ,5.158515129823e-01  ,9.001284823252e-01  ,8.998415688645e-01  
  4.835037382923e-09  ,7.853089448188e-01  ,2.906552227585e-04  ,8.999663141995e-01  ,8.999680915621e-01  ,1.292620786609e+00  ,5.073118417901e-01  ,9.001134191735e-01  ,8.998227639507e-01  
  4.935038144372e-09  ,8.022649691813e-01  ,2.894612792306e-04  ,8.999663667329e-01  ,8.999484111636e-01  ,1.301098851324e+00  ,4.988338821422e-01  ,9.000931418033e-01  ,8.998036805240e-01  
  5.035038905822e-09  ,8.190948258742e-01  ,2.839089100549e-04  ,8.999664185398e-01  ,8.999269935479e-01  ,1.309513831477e+00  ,4.904190056027e-01  ,9.000689480029e-01  ,8.997850390929e-01  
  5.135039667271e-09  ,8.357958028558e-01  ,2.747417248894e-04  ,8.999664696955e-01  ,8.999050542894e-01  ,1.317864371123e+00  ,4.820685682676e-01  ,9.000424251519e-01  ,8.997676834270e-01  
  5.235040428720e-09  ,8.523652174913e-01  ,2.628133379965e-04  ,8.999665202845e-01  ,8.998836684027e-01  ,1.326149129030e+00  ,4.737839115388e-01  ,9.000150750717e-01  ,8.997522617337e-01  
  5.335041190170e-09  ,8.688004153250e-01  ,2.490209470529e-04  ,8.999665703809e-01  ,8.998634881013e-01  ,1.334366778043e+00  ,4.655663627184e-01  ,8.999879985748e-01  ,8.997389776278e-01  
  5.435041951619e-09  ,8.850987691444e-01  ,2.342422688811e-04  ,8.999666200318e-01  ,8.998446007554e-01  ,1.342516004604e+00  ,4.574172354596e-01  ,8.999617218899e-01  ,8.997274796210e-01  
  5.535042713068e-09  ,9.012576782853e-01  ,2.192874657944e-04  ,8.999666692488e-01  ,8.998265576983e-01  ,1.350595508391e+00  ,4.493378301062e-01  ,8.999362014312e-01  ,8.997169139655e-01  
  5.635043474518e-09  ,9.172745681363e-01  ,2.048728528127e-04  ,8.999667180090e-01  ,8.998085543883e-01  ,1.358604002077e+00  ,4.413294339409e-01  ,8.999109908147e-01  ,8.997061179619e-01  
  5.735044235967e-09  ,9.331468898097e-01  ,1.916168425734e-04  ,8.999667662651e-01  ,8.997897009351e-01  ,1.366540211170e+00  ,4.333933213603e-01  ,8.998855093564e-01  ,8.996938925138e-01  
  5.835044997416e-09  ,9.488721199476e-01  ,1.800525886025e-04  ,8.999668139617e-01  ,8.997693000997e-01  ,1.374402873936e+00  ,4.255307539879e-01  ,8.998593263940e-01  ,8.996792738054e-01  
  5.935045758866e-09  ,9.644483689392e-01  ,1.705367417626e-04  ,8.999668610603e-01  ,8.997470637251e-01  ,1.382191045530e+00  ,4.177426765907e-01  ,8.998323320960e-01  ,8.996617953542e-01  
  6.035046520315e-09  ,9.798721037989e-01  ,1.636828009463e-04  ,8.999669075151e-01  ,8.997230505829e-01  ,1.389902959415e+00  ,4.100308556157e-01  ,8.998048919834e-01  ,8.996412091825e-01  
  6.135047281764e-09  ,9.951411627383e-01  ,1.598116621033e-04  ,8.999669533367e-01  ,8.996979476416e-01  ,1.397537534706e+00  ,4.023963719676e-01  ,8.997778534726e-01  ,8.996180418105e-01  
  6.235048043214e-09  ,1.010253230038e+00  ,1.592276438893e-04  ,8.999669985552e-01  ,8.996726350853e-01  ,1.405093613574e+00  ,3.948403835364e-01  ,8.997522489072e-01  ,8.995930212633e-01  
  6.335048804663e-09  ,1.025205953181e+00  ,1.621690046399e-04  ,8.999670432107e-01  ,8.996479626161e-01  ,1.412570019801e+00  ,3.873640666203e-01  ,8.997290471184e-01  ,8.995668781138e-01  
  6.435049566112e-09  ,1.039996981408e+00  ,1.687677574463e-04  ,8.999670873396e-01  ,8.996245334643e-01  ,1.419965578043e+00  ,3.799685966357e-01  ,8.997089173430e-01  ,8.995401495855e-01  
  6.535050327562e-09  ,1.054623979526e+00  ,1.790182883236e-04  ,8.999671309608e-01  ,8.996025658094e-01  ,1.427279120724e+00  ,3.726551411976e-01  ,8.996920749536e-01  ,8.995130566653e-01  
  6.635051089011e-09  ,1.069084633697e+00  ,1.927603205149e-04  ,8.999671740679e-01  ,8.995818698628e-01  ,1.434509490917e+00  ,3.654248572193e-01  ,8.996782500231e-01  ,8.994854897026e-01  
  6.735051850460e-09  ,1.083376654320e+00  ,2.096808096826e-04  ,8.999672166276e-01  ,8.995619410959e-01  ,1.441655543788e+00  ,3.582788894677e-01  ,8.996667815007e-01  ,8.994571006911e-01  
  6.835052611910e-09  ,1.097497777676e+00  ,2.293352764289e-04  ,8.999672585864e-01  ,8.995421359954e-01  ,1.448716147424e+00  ,3.512183697487e-01  ,8.996568036336e-01  ,8.994274683572e-01  
  6.935053373359e-09  ,1.111445766943e+00  ,2.511843622696e-04  ,8.999672998816e-01  ,8.995218749833e-01  ,1.455690183353e+00  ,3.442444164101e-01  ,8.996474671645e-01  ,8.993962828022e-01  
  7.035054134808e-09  ,1.125218412869e+00  ,2.746378273993e-04  ,8.999673404531e-01  ,8.995008128269e-01  ,1.462576546888e+00  ,3.373581340186e-01  ,8.996381317406e-01  ,8.993634939132e-01  
  7.135054896258e-09  ,1.138813534251e+00  ,2.990968991143e-04  ,8.999673802546e-01  ,8.994789299713e-01  ,1.469374147380e+00  ,3.305606131289e-01  ,8.996284784209e-01  ,8.993293815218e-01  
  7.235055657707e-09  ,1.152228978319e+00  ,3.239871328564e-04  ,8.999674192581e-01  ,8.994565238437e-01  ,1.476081908418e+00  ,3.238529300986e-01  ,8.996185174102e-01  ,8.992945302773e-01  
  7.335056419157e-09  ,1.165462621061e+00  ,3.487772776525e-04  ,8.999674574539e-01  ,8.994341091343e-01  ,1.482698767984e+00  ,3.172361469234e-01  ,8.996084977731e-01  ,8.992597204955e-01  
  7.435057180606e-09  ,1.178512367530e+00  ,3.729839662089e-04  ,8.999674948447e-01  ,8.994122614997e-01  ,1.489223678610e+00  ,3.107113110798e-01  ,8.995987534828e-01  ,8.992257695166e-01  
  7.535057942055e-09  ,1.191376152130e+00  ,3.961660572778e-04  ,8.999675314362e-01  ,8.993914530752e-01  ,1.495655607501e+00  ,3.042794553710e-01  ,8.995895361039e-01  ,8.991933700466e-01  
  7.635058703505e-09  ,1.204052433935e+00  ,4.180140888576e-04  ,8.999675672292e-01  ,8.993719040890e-01  ,1.501993784197e+00  ,2.979413502616e-01  ,8.995809111334e-01  ,8.991628970446e-01  
  7.735059464954e-09  ,1.216538343001e+00  ,4.379744562891e-04  ,8.999676022094e-01  ,8.993536760212e-01  ,1.508236773710e+00  ,2.916984307088e-01  ,8.995726632493e-01  ,8.991346887930e-01  
  7.835060226403e-09  ,1.228832136540e+00  ,4.557365187304e-04  ,8.999676363447e-01  ,8.993364171667e-01  ,1.514383704615e+00  ,2.855515680746e-01  ,8.995642854260e-01  ,8.991085489073e-01  
  7.935060987853e-09  ,1.240931955349e+00  ,4.709950494232e-04  ,8.999676695878e-01  ,8.993196537064e-01  ,1.520433647262e+00  ,2.795016919132e-01  ,8.995551512311e-01  ,8.990841561817e-01  
  8.035061749302e-09  ,1.252835919739e+00  ,4.834907020442e-04  ,8.999677018825e-01  ,8.993029155261e-01  ,1.526385661752e+00  ,2.735497420128e-01  ,8.995446608771e-01  ,8.990611701751e-01  
  8.135062510751e-09  ,1.264542161265e+00  ,4.930401627239e-04  ,8.999677331729e-01  ,8.992858630364e-01  ,1.532238813805e+00  ,2.676966525405e-01  ,8.995323831177e-01  ,8.990393429550e-01  
  8.235063272201e-09  ,1.276048834155e+00  ,4.995586818611e-04  ,8.999677634116e-01  ,8.992683719483e-01  ,1.537992180489e+00  ,2.619433463342e-01  ,8.995181512892e-01  ,8.990185926074e-01  
  8.335064033650e-09  ,1.287354120127e+00  ,5.030724191513e-04  ,8.999677925655e-01  ,8.992505517586e-01  ,1.543644852629e+00  ,2.562907325019e-01  ,8.995020879682e-01  ,8.989990155490e-01  
  8.435064795099e-09  ,1.298456230801e+00  ,5.037182496155e-04  ,8.999678206165e-01  ,8.992326959677e-01  ,1.549195936017e+00  ,2.507397052160e-01  ,8.994845550926e-01  ,8.989808368429e-01  
  8.535065556549e-09  ,1.309353409078e+00  ,5.017311022357e-04  ,8.999678475592e-01  ,8.992151823865e-01  ,1.554644552098e+00  ,2.452911430203e-01  ,8.994660479376e-01  ,8.989643168353e-01  
  8.635066317998e-09  ,1.320044348780e+00  ,4.973378661877e-04  ,8.999678733940e-01  ,8.991982870058e-01  ,1.559990047784e+00  ,2.399456990042e-01  ,8.994469559388e-01  ,8.989496180727e-01  
  8.735067079447e-09  ,1.330526626081e+00  ,4.910310684172e-04  ,8.999678981223e-01  ,8.991823726887e-01  ,1.565231211163e+00  ,2.347045850818e-01  ,8.994278882229e-01  ,8.989368571545e-01  
  8.835067840897e-09  ,1.340798779753e+00  ,4.831645029995e-04  ,8.999679217381e-01  ,8.991674052788e-01  ,1.570367311615e+00  ,2.295685318615e-01  ,8.994089875303e-01  ,8.989258230273e-01  
  8.935068602346e-09  ,1.350859257069e+00  ,4.741132296439e-04  ,8.999679442245e-01  ,8.991531819185e-01  ,1.575397572759e+00  ,2.245383156899e-01  ,8.993902385334e-01  ,8.989161253037e-01  
  9.035069363795e-09  ,1.360706495344e+00  ,4.642475072314e-04  ,8.999679655541e-01  ,8.991393733497e-01  ,1.580321213226e+00  ,2.196147178821e-01  ,8.993714971034e-01  ,8.989072495961e-01  
  9.135070125245e-09  ,1.370338948955e+00  ,4.539246953720e-04  ,8.999679856934e-01  ,8.991256120984e-01  ,1.585137460171e+00  ,2.147985112157e-01  ,8.993525744461e-01  ,8.988986497507e-01  
  9.235070886694e-09  ,1.379755099066e+00  ,4.434895385397e-04  ,8.999680046083e-01  ,8.991115893905e-01  ,1.589845554141e+00  ,2.100904550754e-01  ,8.993333341597e-01  ,8.988898446212e-01  
  9.335071648143e-09  ,1.388953457688e+00  ,4.332767948708e-04  ,8.999680222707e-01  ,8.990971295653e-01  ,1.594444751114e+00  ,2.054912934269e-01  ,8.993137679627e-01  ,8.988804911679e-01  
  9.435072409593e-09  ,1.397932569700e+00  ,4.236116844620e-04  ,8.999680386624e-01  ,8.990822212875e-01  ,1.598934323512e+00  ,2.010017538123e-01  ,8.992940271297e-01  ,8.988704154452e-01  
  9.535073171042e-09  ,1.406691013990e+00  ,4.148053228749e-04  ,8.999680537773e-01  ,8.990669992701e-01  ,1.603313560772e+00  ,1.966225467825e-01  ,8.992744019316e-01  ,8.988595966087e-01  
  9.635073932491e-09  ,1.415227404147e+00  ,4.071444385170e-04  ,8.999680676203e-01  ,8.990516850200e-01  ,1.607581769694e+00  ,1.923543655469e-01  ,8.992552572393e-01  ,8.988481128007e-01  
  9.735074693941e-09  ,1.423540388919e+00  ,4.008768173308e-04  ,8.999680802031e-01  ,8.990365063446e-01  ,1.611738274662e+00  ,1.881978857438e-01  ,8.992369447532e-01  ,8.988360679359e-01  
  9.835075455390e-09  ,1.431628652525e+00  ,3.961955014289e-04  ,8.999680915403e-01  ,8.990216201753e-01  ,1.615782417803e+00  ,1.841537652781e-01  ,8.992197179260e-01  ,8.988235224246e-01  
  9.935076216839e-09  ,1.439490914895e+00  ,3.932253715264e-04  ,8.999681016441e-01  ,8.990070607222e-01  ,1.619713559092e+00  ,1.802226441966e-01  ,8.992036734080e-01  ,8.988104480365e-01  
  1.003507697829e-08  ,1.447125931870e+00  ,3.920152527108e-04  ,8.999681105211e-01  ,8.989927262909e-01  ,1.623531076456e+00  ,1.764051445861e-01  ,8.991887339173e-01  ,8.987967186646e-01  
  1.013507773974e-08  ,1.454532495379e+00  ,3.925373115756e-04  ,8.999681181723e-01  ,8.989784061399e-01  ,1.627234365862e+00  ,1.727018704828e-01  ,8.991746747957e-01  ,8.987821374842e-01  
  1.023507850119e-08  ,1.461709433607e+00  ,3.946937145729e-04  ,8.999681245935e-01  ,8.989638371847e-01  ,1.630822841397e+00  ,1.691134077898e-01  ,8.991611840420e-01  ,8.987664903274e-01  
  1.033507926264e-08  ,1.468655611163e+00  ,3.983288375514e-04  ,8.999681297796e-01  ,8.989487724669e-01  ,1.634295935361e+00  ,1.656403241979e-01  ,8.991479368857e-01  ,8.987496080482e-01  
  1.043508002409e-08  ,1.475369929241e+00  ,4.032442236321e-04  ,8.999681337283e-01  ,8.989330411343e-01  ,1.637653098349e+00  ,1.622831691080e-01  ,8.991346632461e-01  ,8.987314190225e-01  
  1.053508078554e-08  ,1.481851325778e+00  ,4.092132441060e-04  ,8.999681364437e-01  ,8.989165834615e-01  ,1.640893799333e+00  ,1.590424735548e-01  ,8.991211900836e-01  ,8.987119768395e-01  
  1.063508154698e-08  ,1.488098775618e+00  ,4.159930222338e-04  ,8.999681379383e-01  ,8.988994526899e-01  ,1.644017525747e+00  ,1.559187501295e-01  ,8.991074492011e-01  ,8.986914561788e-01  
  1.073508230843e-08  ,1.494111290661e+00  ,4.233323842430e-04  ,8.999681382334e-01  ,8.988817855130e-01  ,1.647023783564e+00  ,1.529124929030e-01  ,8.990934517051e-01  ,8.986701193209e-01  
  1.083508306988e-08  ,1.499887920014e+00  ,4.309760035457e-04  ,8.999681373564e-01  ,8.988637518860e-01  ,1.649912097363e+00  ,1.500241773496e-01  ,8.990792398878e-01  ,8.986482638842e-01  
  1.093508383133e-08  ,1.505427750134e+00  ,4.386660775514e-04  ,8.999681353387e-01  ,8.988455000386e-01  ,1.652682010406e+00  ,1.472542602717e-01  ,8.990648330774e-01  ,8.986261669999e-01  
  1.103508459278e-08  ,1.510729904966e+00  ,4.461434974419e-04  ,8.999681322111e-01  ,8.988271128710e-01  ,1.655333084694e+00  ,1.446031797279e-01  ,8.990501846197e-01  ,8.986040411223e-01  
  1.113508535423e-08  ,1.515793546075e+00  ,4.531504049938e-04  ,8.999681280018e-01  ,8.988085875527e-01  ,1.657864901039e+00  ,1.420713549642e-01  ,8.990351627552e-01  ,8.985820123502e-01  
  1.123508611568e-08  ,1.520617872770e+00  ,4.594353563757e-04  ,8.999681227345e-01  ,8.987898426804e-01  ,1.660277059120e+00  ,1.396591863495e-01  ,8.990195603586e-01  ,8.985601250023e-01  
  1.133508687713e-08  ,1.525202122228e+00  ,4.647612823049e-04  ,8.999681164291e-01  ,8.987707491254e-01  ,1.662569177543e+00  ,1.373670553150e-01  ,8.990031297665e-01  ,8.985383684842e-01  
  1.143508763858e-08  ,1.529545743507e+00  ,4.689642513589e-04  ,8.999681090986e-01  ,8.987512020830e-01  ,1.664740980852e+00  ,1.351952373453e-01  ,8.989856842087e-01  ,8.985167199573e-01  
  1.153508840003e-08  ,1.533647743767e+00  ,4.717754762785e-04  ,8.999681007679e-01  ,8.987310483658e-01  ,1.666791972652e+00  ,1.331442288843e-01  ,8.989669361039e-01  ,8.984951606276e-01  
  1.163508916148e-08  ,1.537507559348e+00  ,4.730855116981e-04  ,8.999680914556e-01  ,8.987102841844e-01  ,1.668721871130e+00  ,1.312143117815e-01  ,8.989468269402e-01  ,8.984737414285e-01  
  1.173508992293e-08  ,1.541124610999e+00  ,4.728174720297e-04  ,8.999680811867e-01  ,8.986889796065e-01  ,1.670530386686e+00  ,1.294057756874e-01  ,8.989253883425e-01  ,8.984525708705e-01  
  1.183509068438e-08  ,1.544498338961e+00  ,4.709392559706e-04  ,8.999680699913e-01  ,8.986672706712e-01  ,1.672217239472e+00  ,1.277189005109e-01  ,8.989027402992e-01  ,8.984318010432e-01  
